Term,STRM,COLL,DEPT,SUBJECT,CAT No,SECTION,ENRL TTL,ENRL A TO F,GPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,I,IC,RD,RP,SP,W,WU,CLASS No
F21,2219,ED,EDCI,EDSE,5002,04,20,20,3.71,14,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97457
F21,2219,ED,EDCI,EDSE,5101,01,24,24,3.93,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91399
F21,2219,ED,EDCI,EDSE,5101,02,21,21,3.81,18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91504
F21,2219,ED,EDCI,EDSE,5101,03,17,17,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97456
F21,2219,ED,EDCI,ULRN,2120,01,31,31,3.35,11,8,3,2,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,91542
F21,2219,ED,EDCI,ULRN,3000,01,38,38,3.49,17,7,0,9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91541
F21,2219,ED,EDCI,ULRN,3000,02,33,35,3.73,23,3,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91569
F21,2219,ED,EDCI,ULRN,4110,01,40,40,3.52,22,7,3,1,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,91326
F21,2219,ED,EDCI,ULRN,4110,02,32,33,2.5,7,0,3,5,0,5,6,1,0,2,0,3,0,0,0,0,0,0,0,1,0,94724
F21,2219,ED,EDCI,ULRN,4130,01,37,40,3.42,20,5,3,2,2,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,91324
F21,2219,ED,EDCI,ULRN,4140,01,29,29,3.79,21,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91325
F21,2219,ED,EDCI,ULRN,4150,02,30,31,3.95,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91481
F21,2219,ED,EDCI,ULRN,4190,01,31,33,3.64,21,3,2,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91570
F21,2219,ED,EDSC,COUN,2000,01,71,73,3.06,9,19,15,10,6,2,4,0,2,0,0,4,0,0,0,0,0,0,0,2,0,91360
F21,2219,ED,EDSC,COUN,2010,01,59,63,3.03,26,9,0,8,1,4,0,0,2,3,0,2,0,0,0,0,0,0,0,4,4,91361
F21,2219,ED,EDSC,COUN,2020,01,78,80,3.73,65,8,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,91362
F21,2219,ED,EDSC,COUN,2250,01,37,39,3.25,24,3,0,4,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,91363
F21,2219,ED,EDSC,COUN,2500,01,54,55,3.82,44,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,91364
F21,2219,ED,EDSC,COUN,3010,01,11,11,3.73,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91365
F21,2219,ED,EDSC,COUN,3010,02,17,20,3.4,5,3,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,94579
F21,2219,ED,EDSC,COUN,3201,01,21,21,3.86,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91567
F21,2219,ED,EDSC,COUN,3300,01,30,30,3.6,13,10,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97127
F21,2219,ED,EDSC,COUN,4000,01,35,35,3.3,5,13,5,6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91464
F21,2219,ED,EDSC,COUN,4010,01,21,22,3.97,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91366
F21,2219,ED,EDSC,COUN,4030,01,52,55,2.66,7,0,6,22,0,2,9,0,0,1,1,1,0,0,0,0,0,0,0,3,3,91522
F21,2219,ED,EDSC,COUN,4420,01,22,23,3.34,10,4,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,91367
F21,2219,ED,EDSC,COUN,4470,01,24,25,3.53,18,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,91465
F21,2219,ED,EDSC,COUN,4480,01,105,105,2.99,23,22,9,15,15,4,6,1,2,0,0,8,0,0,0,0,0,0,0,0,0,91422
F21,2219,ED,EDSC,COUN,4490,01,35,35,3.63,19,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91368
F21,2219,ED,EDSC,COUN,4650,01,20,20,2.97,1,4,5,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91369
F21,2219,ED,EDSC,COUN,4940,01,25,25,3.79,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91591
F21,2219,ED,EDSC,COUN,4940,03,19,21,3.79,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,91616
F21,2219,ED,EDSC,COUN,4940A,01,16,17,3.96,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91466
F21,2219,ED,EDSC,COUN,5000,01,97,98,3.97,91,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91370
F21,2219,ED,EDSC,COUN,5001,01,26,26,3.62,20,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91598
F21,2219,ED,EDSC,COUN,5002,01,22,24,3.85,19,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,91602
F21,2219,ED,EDSC,COUN,5002,02,21,21,3.82,13,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91610
F21,2219,ED,EDSC,COUN,5002,03,10,10,3.4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93861
F21,2219,ED,EDSC,COUN,5002,04,11,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93883
F21,2219,ED,EDSC,COUN,5003,01,31,31,3.98,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93856
F21,2219,ED,EDSC,COUN,5005,01,14,14,3.56,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91371
F21,2219,ED,EDSC,COUN,5005,02,12,12,3.09,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,91372
F21,2219,ED,EDSC,COUN,5005,03,12,12,3.53,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91373
F21,2219,ED,EDSC,COUN,5005,04,11,12,3.71,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91374
F21,2219,ED,EDSC,COUN,5005,05,12,12,3.93,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91375
F21,2219,ED,EDSC,COUN,5005,06,13,13,3.95,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91410
F21,2219,ED,EDSC,COUN,5005,07,11,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91549
F21,2219,ED,EDSC,COUN,5005,08,10,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93884
F21,2219,ED,EDSC,COUN,5010,01,13,13,3.57,9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91376
F21,2219,ED,EDSC,COUN,5010,02,22,22,3.6,9,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91377
F21,2219,ED,EDSC,COUN,5014,01,23,23,3.61,8,8,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91594
F21,2219,ED,EDSC,COUN,5016,01,31,31,3.95,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94549
F21,2219,ED,EDSC,COUN,5103,01,20,21,3.5,11,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91523
F21,2219,ED,EDSC,COUN,5103,02,24,25,3.96,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91615
F21,2219,ED,EDSC,COUN,5111,01,18,18,3.39,8,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91599
F21,2219,ED,EDSC,COUN,5111,02,21,24,3.36,10,1,3,1,1,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,91600
F21,2219,ED,EDSC,COUN,5111,03,15,15,3.56,6,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97585
F21,2219,ED,EDSC,COUN,5115,01,15,17,3.39,5,4,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94443
F21,2219,ED,EDSC,COUN,5140,01,22,26,3.27,9,0,0,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,93858
F21,2219,ED,EDSC,COUN,5142,01,22,22,3.77,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93855
F21,2219,ED,EDSC,COUN,5160,01,11,11,3.91,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93857
F21,2219,ED,EDSC,COUN,5160,02,9,10,3.2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,94574
F21,2219,ED,EDSC,COUN,5161,01,19,19,3.86,15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91409
F21,2219,ED,EDSC,COUN,5200,01,23,24,3.53,11,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91411
F21,2219,ED,EDSC,COUN,5230,01,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,91601
F21,2219,ED,EDSC,COUN,5230,02,0,13,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,93860
F21,2219,ED,EDSC,COUN,5281,01,22,24,3.84,13,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,91383
F21,2219,ED,EDSC,COUN,5281,02,21,21,3.99,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91418
F21,2219,ED,EDSC,COUN,5311,01,11,11,3.74,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91387
F21,2219,ED,EDSC,COUN,5311,02,10,10,3.91,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91388
F21,2219,ED,EDSC,COUN,5330,01,28,29,3.98,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93859
F21,2219,ED,EDSC,COUN,5330,02,24,24,3.53,14,4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94814
F21,2219,ED,EDSC,COUN,5360,01,21,21,3.89,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91595
F21,2219,ED,EDSC,COUN,5370,01,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,91596
F21,2219,ED,EDSC,COUN,5370,02,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,91597
F21,2219,ED,EDSC,COUN,5385,01,25,25,3.96,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91393
F21,2219,ED,EDSC,COUN,5650,01,30,30,3.76,18,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91593
F21,2219,ED,EDSC,COUN,5910,01,12,12,3.98,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91524
F21,2219,ED,EDSC,COUN,5960,01,0,21,,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,91394
F21,2219,ED,EDSC,EDSP,3010,01,21,24,2.99,5,2,4,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,91309
F21,2219,ED,EDSC,EDSP,3010,02,23,24,3,15,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,91310
F21,2219,ED,EDSC,EDSP,3010,03,24,24,2.98,12,1,1,0,3,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,91459
F21,2219,ED,EDSC,EDSP,3010,04,24,25,2.65,11,2,0,0,1,1,1,1,0,2,2,3,0,0,0,0,0,0,0,1,0,91516
F21,2219,ED,EDSC,EDSP,3010,05,20,24,2.09,4,1,2,0,3,2,1,0,0,0,1,6,0,0,1,0,0,0,0,3,0,97645
F21,2219,ED,EDSC,EDSP,4000,01,147,148,3.79,116,9,8,8,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,91311
F21,2219,ED,EDSC,EDSP,4000,02,51,54,3.48,39,1,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,91312
F21,2219,ED,EDSC,EDSP,4000,03,147,149,3.27,49,37,12,14,13,7,3,4,1,1,0,1,0,0,0,0,0,0,0,2,5,91313
F21,2219,ED,EDSC,EDSP,4001,01,35,36,3.11,18,0,0,7,0,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,91314
F21,2219,ED,EDSC,EDSP,4010,01,26,26,2.97,14,2,0,0,1,1,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,91315
F21,2219,ED,EDSC,EDSP,4010,03,26,29,2.56,6,2,2,2,2,4,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,91439
F21,2219,ED,EDSC,EDSP,4020,01,11,11,3.3,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91419
F21,2219,ED,EDSC,EDSP,4020,02,13,13,2.78,2,4,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,91589
F21,2219,ED,EDSC,EDSP,4030,01,24,24,2.53,7,0,3,4,1,1,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,91317
F21,2219,ED,EDSC,EDSP,4030,02,20,22,3.06,10,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,91318
F21,2219,ED,EDSC,EDSP,4030,03,13,13,3.19,6,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,91460
F21,2219,ED,EDSC,EDSP,4040,01,9,10,3.82,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91319
F21,2219,ED,EDSC,EDSP,4040,02,17,17,3.73,11,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91496
F21,2219,ED,EDSC,EDSP,4050,01,16,16,3.12,4,1,4,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91320
F21,2219,ED,EDSC,EDSP,4050,02,15,17,3.69,10,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,91321
F21,2219,ED,EDSC,EDSP,4160,01,24,24,3.38,5,7,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91322
F21,2219,ED,EDSC,EDSP,4252,01,22,23,3.77,19,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91323
F21,2219,ED,EDSC,EDSP,4252,02,21,23,3.99,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,97584
F21,2219,ED,EDSC,EDSP,4253,01,25,27,3.79,19,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,96556
F21,2219,ED,EDSC,EDSP,4630,01,14,15,3.19,4,2,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,91327
F21,2219,ED,EDSC,EDSP,4650,01,16,18,3.98,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,91328
F21,2219,ED,EDSC,EDSP,4650L,01,11,11,3.89,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91420
F21,2219,ED,EDSC,EDSP,4660,01,10,11,3.02,3,2,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,91329
F21,2219,ED,EDSC,EDSP,4950,01,0,23,,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,91330
F21,2219,ED,EDSC,EDSP,4950,02,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,91331
F21,2219,ED,EDSC,EDSP,4950,03,0,24,,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,91441
F21,2219,ED,EDSC,EDSP,5140,01,28,28,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91421
F21,2219,ED,EDSC,EDSP,5180,01,13,13,3.82,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93854
F21,2219,ED,EDSC,EDSP,5256,01,18,20,3.39,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91332
F21,2219,ED,EDSC,EDSP,5257,01,27,28,3.84,23,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91333
F21,2219,ED,EDSC,EDSP,5257,02,20,21,2.83,3,2,4,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,94781
F21,2219,ED,EDSC,EDSP,5310,01,15,16,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91334
F21,2219,ED,EDSC,EDSP,5661,01,16,16,3.96,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91335
F21,2219,ED,EDSC,EDSP,5670,02,31,31,3.94,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96560
F21,2219,ED,EDSC,EDSP,5672,01,9,10,3.71,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96566
F21,2219,ED,EDSC,EDSP,5800,01,31,31,3.26,8,4,6,7,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91338
F21,2219,ED,EDSC,EDSP,5800,02,22,24,3.4,9,1,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,97564
F21,2219,ED,EDSC,EDSP,5801,01,24,25,3.85,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91339
F21,2219,ED,EDSC,EDSP,5801,02,22,23,3.81,15,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97586
F21,2219,ED,EDSC,EDSP,5881,01,14,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91340
F21,2219,ED,EDSC,EDSP,5886,01,15,15,3.93,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91341
F21,2219,ED,EDSC,EDSP,5960,01,0,32,,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,3,0,91342
F21,2219,EDE,AASE,EDAD,6010,01,12,13,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91640
F21,2219,EDE,AASE,EDFN,6020,01,12,13,3.83,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91643
F21,2219,EDE,AASE,EDFN,6030,01,12,13,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91644
F21,2219,EDE,AASE,EDFN,6051,02,11,11,3.92,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91646
F21,2219,EDE,AASE,EDFN,6051,04,12,12,3.76,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91648
F21,2219,EDE,AASE,EDFN,6051,05,0,11,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,91655
F21,2219,EDE,AASE,EDFN,6990,01,0,32,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,91650
F21,2219,EDE,AASE,EDIT,6000,01,10,10,3.87,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91654
F21,2219,EDE,EDCI,EDCI,6600,01,10,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91652
F21,2219,ES,AAAS,AAAS,1500,01,30,30,2.64,10,3,4,1,1,1,2,0,0,3,0,4,0,0,0,0,0,0,0,0,1,96140
F21,2219,ES,AAAS,AAAS,1500,02,30,30,3.55,14,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96141
F21,2219,ES,AAAS,AAAS,1600,01,29,30,2.78,10,2,4,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,0,96142
F21,2219,ES,AAAS,AAAS,2000,01,23,24,3.08,8,5,0,4,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,96143
F21,2219,ES,AAAS,AAAS,2100,01,38,40,2.88,3,9,8,6,2,3,2,2,0,0,0,3,0,0,0,0,0,0,0,2,0,96144
F21,2219,ES,AAAS,AAAS,2100,02,40,40,2.9,18,2,2,5,2,0,2,1,0,4,0,4,0,0,0,0,0,0,0,0,0,97653
F21,2219,ES,AAAS,AAAS,2200,01,41,41,2.6,1,7,4,6,10,6,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,96146
F21,2219,ES,AAAS,AAAS,3480,01,30,30,3.54,16,2,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96147
F21,2219,ES,AAAS,AAAS,3480,02,27,30,3.02,7,5,6,0,1,4,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,96148
F21,2219,ES,AAAS,AAAS,3510,01,26,26,3.74,16,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96149
F21,2219,ES,AAAS,AAAS,3520,01,29,29,2.56,11,0,1,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,96150
F21,2219,ES,AAAS,AAAS,3730,02,28,30,3.07,6,4,4,7,2,2,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,96152
F21,2219,ES,AAAS,AAAS,3730,03,28,29,3.08,11,1,4,6,0,1,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,97626
F21,2219,ES,AAAS,AAAS,4500,01,10,11,2.11,1,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,96154
F21,2219,ES,CLS,CLS,1200,01,38,39,3.45,26,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,94846
F21,2219,ES,CLS,CLS,1200,02,39,40,2.56,11,5,2,5,1,0,2,4,0,1,2,6,0,0,1,0,0,0,0,0,0,94851
F21,2219,ES,CLS,CLS,1200,03,30,30,3.56,20,3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95519
F21,2219,ES,CLS,CLS,1200,04,40,40,2.69,12,3,4,2,2,4,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,95523
F21,2219,ES,CLS,CLS,1200,05,39,40,3.02,22,2,2,3,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,95524
F21,2219,ES,CLS,CLS,1200,06,28,30,2.61,9,1,2,2,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,2,4,95525
F21,2219,ES,CLS,CLS,1200,07,40,40,3.2,19,5,4,4,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,95526
F21,2219,ES,CLS,CLS,1200,08,30,30,2.96,13,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,95527
F21,2219,ES,CLS,CLS,1200,09,40,40,3.62,29,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95528
F21,2219,ES,CLS,CLS,1200,10,39,40,3.02,12,10,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,95530
F21,2219,ES,CLS,CLS,1200,11,40,40,3.16,19,3,4,3,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,95531
F21,2219,ES,CLS,CLS,1200,12,40,40,2.6,9,7,1,6,3,4,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,95532
F21,2219,ES,CLS,CLS,1200,13,40,40,3,18,2,4,6,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,95533
F21,2219,ES,CLS,CLS,1200,14,20,20,2.67,4,4,2,1,1,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,97136
F21,2219,ES,CLS,CLS,1200,15,19,20,3.08,8,2,0,2,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,97137
F21,2219,ES,CLS,CLS,1200,16,30,30,2.61,8,4,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97627
F21,2219,ES,CLS,CLS,1300,01,40,40,3.16,23,3,1,2,2,0,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0,94963
F21,2219,ES,CLS,CLS,1300,02,40,40,3.51,29,1,3,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,94964
F21,2219,ES,CLS,CLS,1300,03,40,40,3.41,21,7,3,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,95534
F21,2219,ES,CLS,CLS,1300,04,40,40,3.33,31,0,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,95535
F21,2219,ES,CLS,CLS,1300,05,29,30,3.55,22,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,95536
F21,2219,ES,CLS,CLS,1300,06,41,41,3.59,32,0,0,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,95537
F21,2219,ES,CLS,CLS,1300,07,29,30,2.99,6,4,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,95538
F21,2219,ES,CLS,CLS,1300,08,40,40,3.53,33,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,95539
F21,2219,ES,CLS,CLS,1300,09,40,40,3.64,34,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,97468
F21,2219,ES,CLS,CLS,1300,10,38,40,2.57,18,3,3,0,0,2,0,0,0,0,0,9,0,0,1,0,0,0,0,1,3,97643
F21,2219,ES,CLS,CLS,1500,01,39,40,3.12,19,4,5,2,0,1,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,95553
F21,2219,ES,CLS,CLS,1500,02,40,40,2.47,10,4,4,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,95554
F21,2219,ES,CLS,CLS,1500,03,40,40,2.77,16,5,1,1,4,1,2,1,1,2,0,6,0,0,0,0,0,0,0,0,0,95555
F21,2219,ES,CLS,CLS,1500,04,29,29,2.39,8,2,2,3,2,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,3,95556
F21,2219,ES,CLS,CLS,1500,05,29,30,2.82,16,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,95557
F21,2219,ES,CLS,CLS,1500,06,28,30,2.99,17,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,95558
F21,2219,ES,CLS,CLS,1500,07,19,19,2.68,5,2,2,2,2,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,97138
