Term,Course Level,Course,UNIQUE ID,Course Units,Enrollment,Total Letter Grades,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Spring 2023,Upper Division,ENGL 495GBL,1358122366,3,13,12,4,6,2,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,LING 113B,852665469,3,13,12,0,1,2,3,3,0,1,0,1,1,0,0
Spring 2023,Upper Division,BIOL 481,2109188091,2,13,12,3,0,0,3,0,0,3,0,0,3,0,0
Spring 2023,Upper Division,BIOL 481L,2109188091,2,13,12,6,3,2,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,HIST 641,2073036209,3,13,12,7,5,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523,3979182579,2,13,12,5,7,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523P,3979182579,1,13,12,5,7,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,ECE 309,3431073318,2,13,12,4,0,0,2,1,2,0,0,1,0,0,2
Summer 2023,Upper Division,MATH 341,2406537991,3,13,12,1,0,2,2,1,3,2,0,0,0,0,1
Spring 2023,Graduate,MUS 601,1768592713,3,14,12,6,1,1,1,0,1,0,1,0,1,0,0
Spring 2023,Graduate,ECE 666,2232498732,3,14,12,1,0,3,5,2,1,0,0,0,0,0,0
Spring 2023,Upper Division,ENGL 494,2568601975,1,14,12,12,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ENGL 494IP,2568601975,2,14,12,12,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,BIOL 102LCS,3947953556,1,14,12,3,3,3,1,0,0,1,0,0,0,0,1
Summer 2023,Graduate,HUMA 600,2197645836,3,14,12,8,1,2,0,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,CH S 431,2381207468,3,15,12,10,1,0,0,0,1,0,0,0,0,0,0
Spring 2023,Lower Division,MATH 250,2236221150,3,15,12,0,0,1,0,0,2,2,0,0,2,0,5
Summer 2023,Graduate,CD 552,2516325243,3,15,12,1,5,2,1,2,0,1,0,0,0,0,0
Summer 2023,Graduate,CD 651,917845806,3,15,12,12,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,AFRS 115,422903945,3,19,12,6,1,0,1,1,3,0,0,0,0,0,0
Spring 2023,Lower Division,AFRS 115,1999835888,3,20,12,5,0,0,5,0,0,1,0,0,0,0,1
Spring 2023,Lower Division,COMP 182L,1943382697,1,25,12,1,0,1,3,0,1,1,1,0,0,0,4
Spring 2023,Upper Division,JOUR 474SLJ,4027619648,3,13,13,7,0,0,3,3,0,0,0,0,0,0,0
Spring 2023,Upper Division,JOUR 498,2511017021,1,13,13,8,4,0,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,JOUR 498,165091855,1,13,13,3,3,3,2,2,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 389,407049836,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Support/Other,ACCT 697TX,445906490,1,13,13,12,0,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 602,4064793077,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 659SPB,3427764177,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 673,3673754995,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 696,518298178,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,S ED 697,364929731,3,13,13,10,1,0,2,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SPED 537,1444555877,3,13,13,10,0,1,1,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SPED 545,1326643621,3,13,13,5,6,2,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ECE 410L,2922553503,1,13,13,2,1,3,1,2,4,0,0,0,0,0,0
Spring 2023,Upper Division,MSE 300,2928857937,3,13,13,0,1,1,4,4,0,2,0,0,0,0,1
Spring 2023,Upper Division,MSE 412,3522148342,2,13,13,1,2,1,3,3,1,0,1,1,0,0,0
Spring 2023,Upper Division,MSE 488BCS,2421228385,2,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,MSE 614,2755198200,3,13,13,10,0,1,0,1,1,0,0,0,0,0,0
Spring 2023,Graduate,M E 501A,868454139,3,13,13,2,2,1,1,2,1,2,0,0,1,0,1
Spring 2023,Graduate,CD 748,1945015237,3,13,13,11,2,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,CD 752,3893013269,3,13,13,7,6,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,CD 753B,2905277321,3,13,13,10,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,CD 774,1339664406,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,FCS 422,2559322400,3,13,13,7,0,0,5,0,0,1,0,0,0,0,0
Spring 2023,Graduate,HSCI 614,1223249013,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,KIN 178A,489163078,1,13,13,7,4,1,0,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,KIN 318,2475181615,3,13,13,10,2,1,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 419,3073065205,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 446,1960394466,2,13,13,0,1,0,0,2,1,3,2,1,0,3,0
Spring 2023,Upper Division,KIN 446L,2955168117,1,13,13,10,0,0,2,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,KIN 446L,2955168117,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 446L,1997998934,1,13,13,1,2,0,2,2,1,0,1,0,1,0,3
Spring 2023,Upper Division,KIN 478,1013920119,2,13,13,9,3,1,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 478,1013920119,2,13,13,12,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 712L,3792289836,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 732L,2037887228,2,13,13,9,3,1,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 746L,2643474437,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,RTM 151G,278370623,2,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,RTM 202,3983471083,2,13,13,7,2,4,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,RTM 202L,3983471083,1,13,13,7,2,4,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,PHIL 455,2628022814,3,13,13,8,3,0,2,0,0,0,0,0,0,0,0
Spring 2023,Graduate,BIOL 655E,390825792,3,13,13,10,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,PHYS 466,2130744051,2,13,13,4,3,1,2,0,0,0,0,0,0,0,3
Spring 2023,Graduate,PHYS 610,2947254728,4,13,13,4,3,1,4,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,AFRS 301,1170209945,3,13,13,0,6,4,1,0,0,2,0,0,0,0,0
Spring 2023,Upper Division,CJS 340,3137398132,3,13,13,2,0,0,5,0,0,3,0,0,1,0,2
Spring 2023,Upper Division,GEOG 300,3509299607,3,13,13,7,0,1,1,0,0,1,0,0,2,0,1
Spring 2023,Upper Division,PSY 485AD,370290121,3,13,13,5,0,0,0,1,1,1,0,2,1,1,1
Spring 2023,Upper Division,PSY 485ADS,370290121,2,13,13,5,0,0,0,1,1,1,0,2,1,1,1
Spring 2023,Upper Division,PSY 497C,290066869,3,13,13,6,2,1,3,0,0,1,0,0,0,0,0
Spring 2023,Graduate,PSY 620,3774788334,3,13,13,9,2,0,1,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 520,3276281772,3,13,13,10,2,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523,4212932790,2,13,13,12,0,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523,3731476864,2,13,13,8,3,1,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523P,4212932790,1,13,13,12,0,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523P,3731476864,1,13,13,8,3,1,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623,3808681210,2,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623P,3808681210,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 645,122620283,3,13,13,12,1,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,C E 340,1497895125,3,13,13,3,0,1,2,0,1,1,3,0,0,0,2
Summer 2023,Upper Division,ECE 351,1518058930,3,13,13,1,0,0,2,1,0,2,5,0,0,0,2
Summer 2023,Graduate,CD 717,3674329217,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,KIN 346L,758326213,1,13,13,5,0,1,1,2,0,1,0,0,1,0,2
Summer 2023,Upper Division,NURS 427L,3855291916,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Lower Division,CHEM 101L,4068462672,1,13,13,6,0,1,4,0,1,0,0,0,0,0,1
Spring 2023,Upper Division,JOUR 498,1750324029,1,14,13,10,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,MUS 214,3048950952,3,14,13,3,1,0,2,1,2,2,2,0,0,0,0
Spring 2023,Upper Division,MUS 312,1896910905,1,14,13,6,0,2,2,2,1,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 312L,1896910905,1,14,13,6,0,2,2,2,1,0,0,0,0,0,0
Spring 2023,Graduate,MUS 604,290633047,3,14,13,9,1,0,3,0,0,0,0,0,0,0,0
Spring 2023,Graduate,S ED 690CI,515579462,3,14,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ENGL 208,3250399918,3,14,13,8,1,2,0,0,0,0,0,0,0,0,2
Spring 2023,Upper Division,CHEM 495A,678473952,1,14,13,8,2,1,1,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,PHYS 375,1889832651,3,14,13,4,1,1,3,2,0,0,0,0,2,0,0
Spring 2023,Graduate,ANTH 527,4150285043,3,14,13,9,3,0,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,POLS 522C,1977442155,3,14,13,8,3,1,0,0,0,0,0,0,0,0,1
Summer 2023,Upper Division,COMP 440,3655350369,3,14,13,0,1,4,1,1,2,0,2,0,1,0,1
Summer 2023,Lower Division,MATH 102,2378977727,3,14,13,5,1,0,2,0,0,2,0,0,3,0,0
Summer 2023,Graduate,HUMA 610,1406585221,3,14,13,10,1,2,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,S ED 525S,3678016068,2,15,13,8,0,2,2,1,0,0,0,0,0,0,0
Spring 2023,Graduate,S ED 525SL,3678016068,1,15,13,8,0,2,2,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,EOH 455L,2592978189,1,15,13,2,7,0,3,0,0,1,0,0,0,0,0
Spring 2023,Lower Division,RTM 151D,3130203545,2,15,13,8,0,2,1,0,1,0,0,0,0,0,1
Spring 2023,Graduate,PSY 690A,3096182156,3,15,13,9,0,1,2,1,0,0,0,0,0,0,0
Summer 2023,Graduate,CD 651,917845806,3,15,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,COMS 450,178333017,3,16,13,2,2,0,1,3,2,1,1,0,1,0,0
Spring 2023,Graduate,ENGL 507,1681262439,3,16,13,11,2,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,QS 113B,3762403860,3,16,13,4,3,0,2,1,0,0,2,0,0,1,0
Spring 2023,Graduate,POLS 540F,2860437331,3,16,13,6,4,1,1,1,0,0,0,0,0,0,0
Summer 2023,Lower Division,MATH 150A,4179327437,5,16,13,2,0,0,1,0,1,4,0,0,1,1,3
Spring 2023,Lower Division,MUS 212,3048950952,1,17,13,3,1,2,3,2,1,1,0,0,0,0,0
Spring 2023,Lower Division,MUS 212L,3048950952,1,17,13,4,0,2,3,2,1,1,0,0,0,0,0
Spring 2023,Upper Division,ECE 320,4277450143,3,17,13,4,0,0,2,2,0,0,2,0,1,0,2
Spring 2023,Lower Division,FCS 150,3874913332,2,18,13,5,0,2,3,1,1,1,0,0,0,0,0
Spring 2023,Lower Division,FCS 150L,3874913332,1,18,13,4,8,0,0,0,0,0,1,0,0,0,0
Spring 2023,Upper Division,ANTH 396B,607802760,3,19,13,7,2,0,0,1,0,0,1,0,0,0,2
Spring 2023,Upper Division,MUS 494A,3239826347,1,22,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 494C,3239826347,3,22,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,ENGL 698D,1668108716,3,22,13,13,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ART 335,2246563124,3,14,14,13,0,0,0,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,ART 450,2411037650,3,14,14,8,1,0,3,2,0,0,0,0,0,0,0
Spring 2023,Lower Division,COMS 151HON,3505091512,3,14,14,10,2,1,0,0,0,0,1,0,0,0,0
Spring 2023,Upper Division,JOUR 498,329013649,1,14,14,6,2,3,1,1,0,0,0,1,0,0,0
Spring 2023,Lower Division,MUS 110B,3420692429,1,14,14,1,1,2,2,2,1,2,0,1,0,0,2
Spring 2023,Lower Division,MUS 189,2464933438,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 319B,2464933438,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 381B,407049836,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 420B,49035993,3,14,14,10,0,0,1,0,3,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 477,2221470728,1,14,14,1,5,4,3,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 484,3420692429,1,14,14,9,4,1,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 492L,2221470728,1,14,14,5,8,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,MUS 676,3416454338,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,TH 363P,3823482743,1,14,14,13,0,0,0,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,TH 390B,748705744,2,14,14,11,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ACCT 292BCS,2442218083,2,14,14,12,2,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 609,2537507597,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 673,1415944223,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,COMP 429,491191808,3,14,14,4,2,1,1,2,1,0,0,0,1,0,2
Spring 2023,Lower Division,ECE 240L,1551220131,1,14,14,5,1,3,1,1,2,1,0,0,0,0,0
Spring 2023,Graduate,ECE 622,1843240931,3,14,14,2,2,2,4,1,0,0,3,0,0,0,0
Spring 2023,Upper Division,CD 485,1276162263,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CD 485,1276162263,3,14,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,FCS 402,2875628084,3,14,14,9,0,1,4,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,FCS 432,3638738336,3,14,14,12,0,1,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,FCS 609,3691180156,3,14,14,13,0,0,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,HSCI 592A,2538096986,3,14,14,6,5,3,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 417,53382813,2,14,14,0,1,3,2,3,3,1,1,0,0,0,0
Spring 2023,Upper Division,KIN 417L,4002502320,1,14,14,7,3,2,0,0,0,1,0,0,0,0,1
Spring 2023,Upper Division,KIN 446L,2955168117,1,14,14,13,0,0,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 446L,2955168117,1,14,14,12,0,0,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 477,1013920119,3,14,14,2,3,3,3,0,1,1,1,0,0,0,0
Spring 2023,Upper Division,KIN 478,4081314933,2,14,14,13,0,0,0,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,KIN 478,1013920119,2,14,14,12,2,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 712L,3792289836,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 732L,4062465292,2,14,14,8,3,2,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 746L,2643474437,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,PT 785H,4291760284,3,14,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CAS 350,2474062448,3,14,14,5,3,2,1,0,0,2,0,0,0,0,1
Spring 2023,Lower Division,ENGL 255HON,1130238316,3,14,14,7,2,3,0,0,1,0,0,0,0,0,1
Spring 2023,Upper Division,GWS 400,587632178,3,14,14,6,2,1,0,0,0,4,0,0,1,0,0
Spring 2023,Upper Division,SUST 401,3946414327,3,14,14,2,3,2,2,1,2,1,0,0,1,0,0
Spring 2023,Graduate,LING 506,1348913611,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,R S 361,739827243,3,14,14,3,4,4,0,1,0,0,0,0,1,0,1
Spring 2023,Upper Division,BIOL 467,2974124822,2,14,14,2,1,2,2,2,0,3,1,0,1,0,0
Spring 2023,Lower Division,CHEM 101D,2226347117,1,14,14,2,1,1,3,1,2,2,1,0,0,0,1
Spring 2023,Lower Division,CHEM 235L,974487066,1,14,14,2,4,3,4,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,CHEM 334L,1126047310,1,14,14,8,1,3,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CHEM 464L,4003727030,1,14,14,0,0,0,3,1,2,2,2,3,0,0,1
Spring 2023,Graduate,SWRK 502,3808681210,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 502,2215388948,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 503,1381782228,3,14,14,12,1,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523,4212932790,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523,1123819819,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523P,4212932790,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 523P,1123819819,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 535,3670955289,3,14,14,10,3,1,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 535,1228787924,3,14,14,4,6,1,1,0,1,0,0,0,0,0,1
Spring 2023,Graduate,SWRK 602,1381782228,3,14,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 602,3128411256,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623,1854644377,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623,3276281772,2,14,14,12,0,0,1,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623,1619679015,2,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623,1869544047,2,14,14,9,4,0,0,0,1,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623P,1854644377,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623P,3276281772,1,14,14,12,0,0,1,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623P,1619679015,1,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 623P,1869544047,1,14,14,9,4,0,0,0,1,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 645,3060446958,3,14,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 645,3388962880,3,14,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 698,973103700,3,14,14,13,0,0,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,SWRK 698,1239000656,3,14,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,MPA 632B,3947838935,3,14,14,11,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,UNIV 396A,941687914,1,14,14,10,1,0,1,1,0,0,0,0,0,0,1
Summer 2023,Graduate,EPC 690MFA,1131733813,1,14,14,12,1,1,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,C E 340,3273703592,3,14,14,7,4,0,0,1,0,2,0,0,0,0,0
Summer 2023,Lower Division,CHEM 101L,1482862068,1,14,14,5,2,0,0,2,1,0,0,0,0,1,3
Summer 2023,Upper Division,MATH 482,4179327437,3,14,14,4,1,1,2,0,1,5,0,0,0,0,0
Spring 2023,Upper Division,CTVA 422,910018582,3,15,14,10,2,1,1,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,COMS 195,911615994,1,15,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,MUS 679,3579497668,1,15,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,TH 363A,3823482743,2,15,14,7,2,2,1,1,0,0,0,0,0,0,1
Spring 2023,Upper Division,TH 448,2830680244,3,15,14,12,0,1,0,0,1,0,0,0,0,0,0
Spring 2023,Graduate,S ED 600,3691584461,3,15,14,14,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,C E 308L,2151527354,1,15,14,7,5,1,0,0,0,0,1,0,0,0,0
Spring 2023,Graduate,CD 501,1527323987,3,15,14,12,0,0,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,FCS 360L,2850968245,1,15,14,12,1,0,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,HSCI 413,1931062217,3,15,14,4,4,1,2,2,0,1,0,0,0,0,0
Spring 2023,Upper Division,HSCI 465ELM,3268815701,1,15,14,12,0,0,2,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,CAS 113B,4260156154,3,15,14,1,1,2,2,1,5,0,0,0,0,0,2
Spring 2023,Upper Division,ENGL 408,2026969387,3,15,14,6,1,3,2,1,0,1,0,0,0,0,0
Spring 2023,Lower Division,LING 113A,1907085788,3,15,14,5,6,0,1,0,0,0,1,0,0,1,0
Spring 2023,Lower Division,BIOL 215L,571502911,2,15,14,2,4,1,3,3,0,1,0,0,0,0,0
Spring 2023,Upper Division,HIST 498C,1019461008,3,15,14,10,2,1,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,HIST 570,3554005710,3,15,14,14,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,COMP 442,2339985417,3,15,14,3,1,0,5,1,1,0,0,0,2,0,1
Summer 2023,Upper Division,ECE 440L,1747209625,1,15,14,12,0,0,2,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,M E 384,1033287197,3,15,14,4,2,3,2,1,1,0,1,0,0,0,0
Summer 2023,Graduate,CD 552,2516325243,3,15,14,3,2,4,3,1,0,1,0,0,0,0,0
Spring 2023,Graduate,EPC 600,4064793077,3,16,14,10,4,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ECE 240L,377904667,1,16,14,1,4,4,2,0,1,0,0,0,0,0,2
Spring 2023,Lower Division,KIN 144A,3073065205,1,16,14,11,2,0,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,KIN 610,3908837466,3,16,14,3,3,6,2,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,RTM 151A,676783336,2,16,14,10,3,1,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,CH S 230,3220261094,3,16,14,3,1,4,5,1,0,0,0,0,0,0,0
Spring 2023,Lower Division,ENGL 113A,4194183329,3,16,14,0,2,2,4,1,0,4,0,0,0,0,1
Spring 2023,Graduate,HUMA 520,660139708,3,16,14,9,3,0,2,0,0,0,0,0,0,0,0
Spring 2023,Graduate,HUMA 530,3474750454,3,16,14,4,7,1,2,0,0,0,0,0,0,0,0
Summer 2023,Lower Division,MATH 140BUS,1167229989,4,16,14,5,1,1,4,2,0,1,0,0,0,0,0
Spring 2023,Upper Division,A M 316,190936571,3,17,14,0,0,0,0,3,1,1,5,0,3,0,1
Spring 2023,Lower Division,KIN 139A,2231957426,1,17,14,13,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 346L,1811704074,1,17,14,2,2,1,4,2,0,0,0,0,1,0,2
Spring 2023,Lower Division,TH 263,1926550350,2,18,14,10,1,0,1,1,0,1,0,0,0,0,0
Spring 2023,Lower Division,ECE 101,2232498732,1,19,14,2,0,3,1,0,0,3,2,0,0,2,1
Spring 2023,Lower Division,ECE 101L,2232498732,1,19,14,2,0,3,1,0,0,3,2,0,0,2,1
Spring 2023,Lower Division,MATH 105,2236221150,5,20,14,3,0,0,2,0,3,1,0,0,3,0,2
Spring 2023,Lower Division,FREN 101,790183621,4,22,14,2,1,2,3,2,0,1,0,2,0,0,1
Spring 2023,Lower Division,PHIL 150,128831897,3,22,14,1,0,1,3,2,0,1,2,2,0,0,2
Spring 2023,Upper Division,ART 337D,2160253528,3,15,15,9,3,1,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ART 488CS,771831974,3,15,15,10,3,0,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 341,124655013,3,15,15,2,11,2,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 440,124655013,3,15,15,4,7,4,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 442,3960525362,3,15,15,7,1,2,1,4,0,0,0,0,0,0,0
Spring 2023,Upper Division,JOUR 498,1383355085,1,15,15,7,3,4,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 492,2221470728,3,15,15,4,2,6,2,0,1,0,0,0,0,0,0
Spring 2023,Graduate,MUS 588B,3391094548,2,15,15,15,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ACCT 292BCS,2442218083,2,15,15,14,0,0,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ECON 370,3588592400,3,15,15,1,4,2,1,0,0,2,2,0,0,1,2
Spring 2023,Upper Division,DEAF 360,15853607,3,15,15,9,1,1,1,1,1,0,0,0,0,0,1
Spring 2023,Graduate,ELPS 672,1357815424,3,15,15,15,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,ELPS 682,1221735980,3,15,15,15,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 679MF,685535428,3,15,15,14,0,0,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,EPC 689,1686795065,3,15,15,15,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CM 440,4149379404,2,15,15,2,1,1,5,1,3,0,2,0,0,0,0
Spring 2023,Upper Division,CM 440L,4149379404,1,15,15,2,1,1,5,1,3,0,2,0,0,0,0
Spring 2023,Upper Division,CM 494,2525465284,2,15,15,6,7,1,0,1,0,0,0,0,0,0,0
Spring 2023,Graduate,COMP 542,2339985417,3,15,15,5,2,2,2,2,2,0,0,0,0,0,0
