,Term,Class Level,Course Subject and Number,Random Instructor ID,Component Unit,A,A-,B,B+,B-,C,C+,C-,D,D+,F
273,Fall 2005,Lower Division,MATH 120,30487,4.0,0,0,0,0,0,0,0,0,0,0,11
274,Fall 2005,Lower Division,MATH 120,31497,4.0,0,0,10,0,0,0,0,0,0,0,29
275,Fall 2005,Lower Division,MATH 120,31743,4.0,0,0,0,0,0,10,0,0,0,0,0
276,Fall 2005,Lower Division,MATH 121,28524,4.0,0,0,0,0,0,0,0,0,0,0,11
277,Fall 2005,Lower Division,MATH 121,38100,4.0,12,0,0,0,0,0,0,0,0,0,0
278,Fall 2005,Lower Division,MATH 220,27505,4.0,0,0,0,0,0,16,0,0,0,0,0
279,Fall 2005,Lower Division,MATH 260,28524,4.0,0,0,11,0,0,0,0,0,0,0,0
280,Fall 2005,Lower Division,MCGS 155,26843,3.0,17,0,40,0,0,15,0,0,0,0,15
281,Fall 2005,Lower Division,MCGS 155,30307,3.0,0,0,13,0,0,0,0,0,0,0,0
282,Fall 2005,Lower Division,MCGS 155,30554,3.0,12,10,14,0,20,10,0,0,0,0,0
283,Fall 2005,Lower Division,MECH 100,39803,1.0,15,0,12,0,0,0,0,0,0,0,0
284,Fall 2005,Lower Division,MECH 140,30864,2.0,0,0,13,10,0,0,0,0,0,0,0
285,Fall 2005,Lower Division,MECH 198,28363,1.0,13,0,0,0,0,0,0,0,0,0,0
286,Fall 2005,Lower Division,MECH 198,39803,1.0,10,0,0,0,0,0,0,0,0,0,0
287,Fall 2005,Lower Division,MECH 210,28906,1.0,10,0,0,0,0,0,13,0,0,0,0
288,Fall 2005,Lower Division,MFGT 160,28574,2.0,0,0,0,0,0,0,12,13,0,0,0
289,Fall 2005,Lower Division,MINS 235,27521,2.5,19,0,10,0,0,0,0,0,0,0,17
290,Fall 2005,Lower Division,MUSC 101,28310,3.0,0,0,15,10,10,13,10,0,15,0,23
291,Fall 2005,Lower Division,MUSC 103,28844,1.0,11,19,12,12,0,0,0,0,0,0,0
292,Fall 2005,Lower Division,MUSC 103,31067,1.0,17,0,0,0,0,0,0,0,0,0,0
293,Fall 2005,Lower Division,MUSC 105,26467,1.0,0,12,0,14,0,0,0,0,0,0,0
294,Fall 2005,Lower Division,MUSC 105,28799,1.0,10,0,0,0,0,0,0,0,0,0,0
295,Fall 2005,Lower Division,MUSC 107,30142,1.0,11,0,31,0,11,14,0,0,0,0,11
296,Fall 2005,Lower Division,MUSC 109,26524,3.0,12,19,15,0,15,15,17,10,0,0,0
297,Fall 2005,Lower Division,MUSC 111A,27269,1.0,34,0,0,0,0,0,0,0,0,0,0
298,Fall 2005,Lower Division,MUSC 111B,31067,1.0,25,0,0,0,0,0,0,0,0,0,0
299,Fall 2005,Lower Division,MUSC 111C,31949,1.0,13,0,0,0,0,0,0,0,0,0,0
300,Fall 2005,Lower Division,MUSC 111D,31067,1.0,25,0,0,0,0,0,0,0,0,0,0
301,Fall 2005,Lower Division,MUSC 112K,27305,1.0,10,0,0,0,0,0,0,0,0,0,0
302,Fall 2005,Lower Division,MUSC 113A,27269,1.0,13,0,0,0,0,0,0,0,0,0,0
303,Fall 2005,Lower Division,MUSC 190,28285,3.0,0,0,0,0,13,14,0,0,0,0,0
304,Fall 2005,Lower Division,MUSC 291,26442,3.0,0,14,31,27,33,27,21,0,0,0,12
305,Fall 2005,Lower Division,MUSC 293,34302,3.0,0,0,11,0,0,0,0,0,0,0,0
306,Fall 2005,Lower Division,MUSC 294,26654,3.0,0,0,0,0,11,0,10,0,0,0,0
307,Fall 2005,Lower Division,MUSC 296,28192,3.0,15,19,16,15,0,0,0,0,0,0,0
308,Fall 2005,Lower Division,NFSC 100,26852,3.0,0,0,22,0,13,0,14,0,0,0,0
309,Fall 2005,Lower Division,NFSC 100,27554,3.0,30,15,12,17,0,0,0,0,0,0,0
310,Fall 2005,Lower Division,NFSC 100,28651,3.0,0,0,0,0,12,0,0,0,0,0,0
311,Fall 2005,Lower Division,NFSC 120,36382,2.0,22,0,17,0,0,0,0,0,0,0,0
312,Fall 2005,Lower Division,NFSC 230,36382,3.0,12,0,15,0,0,0,0,0,0,0,0
313,Fall 2005,Lower Division,NURS 198,27807,1.0,20,0,0,0,0,0,0,0,0,0,0
314,Fall 2005,Lower Division,NURS 282,27807,2.0,0,10,0,0,0,0,0,0,0,0,0
315,Fall 2005,Lower Division,NURS 282,29491,2.0,36,0,0,0,0,0,0,0,0,0,0
316,Fall 2005,Lower Division,NURS 285,27260,2.0,11,14,0,0,0,0,0,0,0,0,0
317,Fall 2005,Lower Division,PHED 100,34529,2.0,11,11,0,0,0,0,0,0,0,0,0
318,Fall 2005,Lower Division,PHED 110,29560,2.0,0,0,0,0,10,0,0,0,0,0,0
319,Fall 2005,Lower Division,PHED 110,30769,2.0,0,0,0,0,10,0,0,0,0,0,0
320,Fall 2005,Lower Division,PHED 113I,30516,1.0,26,0,0,0,0,0,0,0,0,0,0
321,Fall 2005,Lower Division,PHED 113V,27656,1.0,38,0,0,0,0,0,0,0,0,0,0
322,Fall 2005,Lower Division,PHED 113V,30516,1.0,32,11,0,0,0,0,0,0,0,0,0
323,Fall 2005,Lower Division,PHED 113V,39007,1.0,16,0,0,0,0,0,0,0,0,0,0
324,Fall 2005,Lower Division,PHED 114V,27656,1.0,20,0,0,0,0,0,0,0,0,0,0
325,Fall 2005,Lower Division,PHED 114W,27656,1.0,27,0,0,0,0,0,0,0,0,0,0
326,Fall 2005,Lower Division,PHED 116A,30087,1.0,81,0,10,0,0,0,0,0,0,0,0
327,Fall 2005,Lower Division,PHED 116A,30849,1.0,40,11,0,0,0,0,0,0,0,0,0
328,Fall 2005,Lower Division,PHED 116A,30948,1.0,64,0,0,0,0,0,0,0,0,0,0
329,Fall 2005,Lower Division,PHED 116A,32057,1.0,37,10,0,0,0,0,0,0,0,0,0
330,Fall 2005,Lower Division,PHED 118J,39011,1.0,68,0,0,0,0,0,0,0,0,0,0
331,Fall 2005,Lower Division,PHED 120A,39598,1.0,25,0,0,0,0,0,0,0,0,0,0
332,Fall 2005,Lower Division,PHED 120B,39598,1.0,21,0,0,0,0,0,0,0,0,0,0
333,Fall 2005,Lower Division,PHED 121,31838,2.0,15,0,0,0,0,0,0,0,0,0,0
334,Fall 2005,Lower Division,PHED 121,34654,2.0,21,0,0,0,0,0,0,0,0,0,0
335,Fall 2005,Lower Division,PHED 123A,32817,1.0,41,0,19,0,0,0,0,0,0,0,0
336,Fall 2005,Lower Division,PHED 123A,34654,1.0,12,0,0,0,0,0,0,0,0,0,0
337,Fall 2005,Lower Division,PHED 125,26623,2.0,59,0,0,0,0,0,0,0,0,0,0
338,Fall 2005,Lower Division,PHED 129,29994,1.0,26,0,0,0,0,0,0,0,0,0,0
339,Fall 2005,Lower Division,PHED 134A,26878,1.0,70,0,0,0,0,0,0,0,0,0,0
340,Fall 2005,Lower Division,PHED 134B,26878,1.0,14,0,0,0,0,0,0,0,0,0,0
341,Fall 2005,Lower Division,PHED 134B,29163,1.0,10,0,0,0,0,0,0,0,0,0,0
342,Fall 2005,Lower Division,PHED 141A,34094,1.0,25,0,0,0,0,0,0,0,0,0,0
343,Fall 2005,Lower Division,PHED 142,30049,1.0,11,0,0,0,0,0,0,0,0,0,0
344,Fall 2005,Lower Division,PHED 142,33592,1.0,21,0,0,0,0,0,0,0,0,0,0
345,Fall 2005,Lower Division,PHED 148J,37219,1.0,13,0,0,0,0,0,0,0,0,0,0
346,Fall 2005,Lower Division,PHED 154A,37719,1.0,18,0,0,0,0,0,0,0,0,0,0
347,Fall 2005,Lower Division,PHED 154B,31747,1.0,14,0,0,0,0,0,0,0,0,0,0
348,Fall 2005,Lower Division,PHED 154B,32812,1.0,10,0,0,0,0,0,0,0,0,0,0
349,Fall 2005,Lower Division,PHED 159,28955,1.0,17,0,0,0,0,0,0,0,0,0,0
350,Fall 2005,Lower Division,PHED 162A,38048,1.0,16,0,0,0,0,0,0,0,0,0,0
351,Fall 2005,Lower Division,PHED 162B,38048,1.0,52,0,0,0,0,0,0,0,0,0,0
352,Fall 2005,Lower Division,PHED 164A,31747,1.0,21,0,0,0,0,0,0,0,0,0,0
353,Fall 2005,Lower Division,PHED 166A,28955,1.0,19,0,0,0,0,0,0,0,0,0,0
354,Fall 2005,Lower Division,PHED 166A,31681,1.0,59,0,0,0,0,0,0,0,0,0,0
355,Fall 2005,Lower Division,PHED 166B,29994,1.0,26,0,0,0,0,0,0,0,0,0,0
356,Fall 2005,Lower Division,PHED 166B,34792,1.0,26,0,0,0,0,0,0,0,0,0,0
357,Fall 2005,Lower Division,PHED 166B,39424,1.0,92,0,0,0,0,0,0,0,0,0,0
358,Fall 2005,Lower Division,PHED 166V,31864,1.0,14,0,0,0,0,0,0,0,0,0,0
359,Fall 2005,Lower Division,PHED 167A,31681,1.0,12,0,0,0,0,0,0,0,0,0,0
360,Fall 2005,Lower Division,PHED 167A,35047,1.0,23,0,0,0,0,0,0,0,0,0,0
361,Fall 2005,Lower Division,PHED 169,27367,1.0,72,0,11,0,0,0,0,0,0,0,0
362,Fall 2005,Lower Division,PHED 169,27656,1.0,17,0,0,0,0,0,0,0,0,0,0
363,Fall 2005,Lower Division,PHED 169,30849,1.0,25,0,0,0,0,0,0,0,0,0,0
364,Fall 2005,Lower Division,PHED 169,31110,1.0,160,0,38,0,0,10,0,0,0,0,30
365,Fall 2005,Lower Division,PHED 169,32057,1.0,13,0,0,0,0,0,0,0,0,0,0
366,Fall 2005,Lower Division,PHED 169,32703,1.0,21,0,0,0,0,0,0,0,0,0,0
367,Fall 2005,Lower Division,PHED 197,34556,1.0,18,0,0,0,0,0,0,0,0,0,0
368,Fall 2005,Lower Division,PHED 198,29560,1.0,18,0,0,0,0,0,0,0,0,0,0
369,Fall 2005,Lower Division,PHED 198,29994,3.0,10,0,0,0,0,0,0,0,0,0,0
370,Fall 2005,Lower Division,PHIL 101,26758,3.0,19,19,37,10,11,0,0,0,0,0,0
371,Fall 2005,Lower Division,PHIL 101,30050,3.0,0,0,0,0,15,0,0,0,0,0,0
372,Fall 2005,Lower Division,PHIL 101,33541,3.0,0,11,12,0,0,0,0,0,0,0,0
373,Fall 2005,Lower Division,PHIL 102,27254,3.0,12,20,74,46,64,47,53,19,0,0,20
374,Fall 2005,Lower Division,PHIL 102,27445,3.0,0,0,14,0,0,0,0,0,0,0,0
375,Fall 2005,Lower Division,PHIL 102,28414,3.0,0,0,25,16,30,19,14,15,0,0,0
376,Fall 2005,Lower Division,PHIL 102,29685,3.0,0,0,20,0,10,30,0,0,11,0,0
377,Fall 2005,Lower Division,PHIL 102,30891,3.0,10,10,0,0,0,0,0,0,0,0,0
378,Fall 2005,Lower Division,PHIL 102,31491,3.0,0,14,0,15,0,0,0,0,0,0,0
379,Fall 2005,Lower Division,PHIL 102H,30891,3.0,10,12,0,0,0,0,0,0,0,0,0
380,Fall 2005,Lower Division,PHIL 104,27259,3.0,0,0,10,0,0,0,0,0,12,0,11
381,Fall 2005,Lower Division,PHIL 107,26443,3.0,10,0,16,12,15,0,11,0,0,0,0
382,Fall 2005,Lower Division,PHIL 107,26471,3.0,0,0,10,0,0,0,0,0,0,0,0
383,Fall 2005,Lower Division,PHIL 107,32338,3.0,0,13,19,0,13,0,10,0,0,0,0
384,Fall 2005,Lower Division,PHIL 204,26758,3.0,0,0,10,0,0,0,0,0,0,0,0
385,Fall 2005,Lower Division,PHYS 202A,27288,3.0,0,0,0,0,0,12,0,0,11,0,0
386,Fall 2005,Lower Division,PHYS 202A,29081,3.0,0,0,0,0,10,26,0,13,0,0,17
387,Fall 2005,Lower Division,PHYS 202A,33609,3.0,0,0,0,0,0,0,0,0,0,0,11
388,Fall 2005,Lower Division,PHYS 202B,28535,3.0,0,0,15,0,0,16,0,0,0,0,0
389,Fall 2005,Lower Division,PHYS 204A,28900,3.0,0,0,10,0,0,10,0,0,0,0,0
390,Fall 2005,Lower Division,PHYS 204B,26385,3.0,0,0,0,0,0,18,0,0,0,0,0
391,Fall 2005,Lower Division,PHYS 204B,28865,3.0,0,0,0,0,0,0,0,10,0,0,0
392,Fall 2005,Lower Division,PHYS 204C,27710,3.0,0,0,10,0,0,15,0,0,0,0,0
393,Fall 2005,Lower Division,POLS 101,30616,3.0,14,0,0,0,0,0,0,0,0,0,0
394,Fall 2005,Lower Division,POLS 112,43022,3.0,0,0,0,0,0,0,0,12,0,0,0
395,Fall 2005,Lower Division,POLS 155,27477,3.0,0,11,13,21,37,34,29,39,24,16,53
396,Fall 2005,Lower Division,POLS 155,29618,2.0,45,79,51,53,64,20,31,0,0,0,0
397,Fall 2005,Lower Division,POLS 155,30198,3.0,10,20,42,27,31,17,28,27,10,10,16
398,Fall 2005,Lower Division,POLS 155,30616,3.0,0,0,17,0,0,0,0,0,0,0,0
399,Fall 2005,Lower Division,POLS 250,43023,3.0,22,0,0,0,0,0,0,0,0,0,0
400,Fall 2005,Lower Division,POLS 257,32332,3.0,13,0,21,0,0,0,0,0,0,0,0
401,Fall 2005,Lower Division,POLS 259A,43023,3.0,29,0,16,13,0,0,0,0,0,0,0
402,Fall 2005,Lower Division,PSSC 101,30221,2.0,79,11,26,0,0,0,0,0,0,0,0
403,Fall 2005,Lower Division,PSSC 392,28219,3.0,0,0,22,16,13,0,0,0,0,0,0
404,Fall 2005,Lower Division,PSSC 392,39431,3.0,0,0,12,0,0,0,0,0,0,0,0
405,Fall 2005,Lower Division,PSYC 101,27377,3.0,12,12,26,18,18,11,17,11,0,0,12
406,Fall 2005,Lower Division,PSYC 101,28896,3.0,20,15,14,0,0,0,0,0,0,0,0
407,Fall 2005,Lower Division,PSYC 101,32045,3.0,10,18,28,25,13,17,11,10,12,0,14
408,Fall 2005,Lower Division,PSYC 101,35796,3.0,17,0,0,15,0,0,0,0,0,0,0
409,Fall 2005,Lower Division,PSYC 151,26546,3.0,15,0,29,11,14,11,0,0,0,0,0
410,Fall 2005,Lower Division,PSYC 151,29800,3.0,0,0,18,10,0,0,0,0,0,0,0
411,Fall 2005,Lower Division,PSYC 261,28191,3.0,0,0,10,0,0,15,10,0,0,0,0
412,Fall 2005,Lower Division,PSYC 261,35796,3.0,18,0,0,0,0,0,0,0,0,0,0
413,Fall 2005,Lower Division,REAL 301,33352,3.0,0,0,19,10,0,0,0,0,0,0,0
414,Fall 2005,Lower Division,RECR 180,28484,3.0,11,0,0,12,11,14,0,0,0,0,0
415,Fall 2005,Lower Division,RECR 180,30767,3.0,0,0,12,0,10,16,0,0,0,0,0
416,Fall 2005,Lower Division,RECR 200,30767,3.0,0,0,26,0,17,0,11,0,0,0,0
417,Fall 2005,Lower Division,RECR 220,26992,2.0,0,12,0,0,0,0,0,0,0,0,0
418,Fall 2005,Lower Division,RECR 250,27517,3.0,0,10,13,14,0,0,0,0,0,0,0
419,Fall 2005,Lower Division,RECR 260,26992,3.0,0,10,11,14,0,0,0,0,0,0,0
420,Fall 2005,Lower Division,RECR 270,27410,3.0,0,0,0,0,12,0,0,0,0,0,0
421,Fall 2005,Lower Division,RELS 100,32398,3.0,0,13,10,0,0,0,0,0,0,0,0
422,Fall 2005,Lower Division,RELS 107,29702,3.0,0,0,0,0,11,0,0,0,0,0,0
423,Fall 2005,Lower Division,RELS 110,29702,3.0,0,0,14,0,16,0,17,0,0,0,0
424,Fall 2005,Lower Division,RELS 180,28644,3.0,0,18,0,0,0,0,0,0,0,0,0
425,Fall 2005,Lower Division,RELS 204,27515,3.0,0,0,10,0,0,0,0,0,0,0,0
426,Fall 2005,Lower Division,RELS 213,32340,3.0,0,0,0,13,0,0,0,0,0,0,0
427,Fall 2005,Lower Division,RELS 264,26441,3.0,14,11,0,0,0,0,0,0,0,0,0
428,Fall 2005,Lower Division,SOCI 100,32521,3.0,12,0,10,0,12,0,0,0,0,0,0
429,Fall 2005,Lower Division,SOCI 100,43017,3.0,0,13,13,12,15,0,0,0,0,0,0
430,Fall 2005,Lower Division,SOSC 110,26429,3.0,14,0,0,0,0,0,0,0,0,0,0
431,Fall 2005,Lower Division,SOSC 110,26503,3.0,13,11,0,0,0,0,0,0,0,0,0
432,Fall 2005,Lower Division,SOSC 110,31714,3.0,12,0,0,0,0,0,0,0,0,0,0
433,Fall 2005,Lower Division,SPAN 101,26988,3.0,0,14,0,0,0,0,0,0,0,0,0
434,Fall 2005,Lower Division,SPAN 101,31400,3.0,16,12,0,0,0,0,0,0,0,0,0
435,Fall 2005,Lower Division,SPAN 202,28463,3.0,0,0,0,10,0,0,0,0,0,0,0
436,Fall 2005,Lower Division,SPAN 203,27297,3.0,14,0,0,0,0,0,0,0,0,0,0
437,Fall 2005,Lower Division,SWRK 170,39019,3.0,12,0,0,0,0,0,0,0,0,0,0
438,Fall 2005,Lower Division,SWRK 200,27904,3.0,15,0,0,0,0,0,0,0,0,0,0
439,Fall 2005,Lower Division,SWRK 200,31923,3.0,28,0,0,0,0,0,0,0,0,0,0
440,Fall 2005,Lower Division,THEA 100,27380,1.0,11,0,0,0,0,0,0,0,0,0,0
441,Fall 2005,Lower Division,THEA 110,28222,3.0,24,0,17,11,0,0,0,0,0,0,0
442,Fall 2005,Lower Division,THEA 112,29751,3.0,12,16,0,0,0,0,0,0,0,0,0
443,Fall 2005,Lower Division,THEA 131,32623,2.0,10,0,0,0,0,0,0,0,0,0,0
444,Fall 2005,Lower Division,THEA 132,26818,2.0,12,0,0,0,0,0,0,0,0,0,0
445,Fall 2005,Lower Division,THEA 150,26427,3.0,10,0,0,0,0,0,0,0,0,0,0
446,Fall 2005,Lower Division,THEA 203,28200,1.0,22,0,0,0,0,0,0,0,0,0,0
447,Fall 2005,Lower Division,THEA 204,30568,1.0,11,0,0,0,0,0,0,0,0,0,0
448,Fall 2005,Lower Division,THEA 205,36349,1.0,27,0,0,0,0,0,0,0,0,0,0
449,Fall 2005,Lower Division,UNIV 101,29047,3.0,16,0,0,0,0,0,0,0,0,0,0
450,Fall 2005,Lower Division,UNIV 101,31171,3.0,0,12,0,0,0,0,0,0,0,0,0
451,Fall 2005,Lower Division,UNIV 101,33105,3.0,10,0,21,0,0,0,0,0,0,0,0
452,Fall 2005,Lower Division,UNIV 101,37401,3.0,16,10,0,0,0,0,0,0,0,0,0
453,Fall 2005,Lower Division,UNIV 102,27691,2.0,11,0,0,0,0,0,0,0,0,0,0
454,Fall 2005,Lower Division,UNIV 102,27703,2.0,11,0,0,0,0,0,0,0,0,0,0
455,Fall 2005,Lower Division,UNIV 102,31613,2.0,14,0,0,0,0,0,0,0,0,0,0
456,Fall 2005,Lower Division,UNIV 102,34145,2.0,15,0,0,0,0,0,0,0,0,0,0
457,Fall 2005,Lower Division,WMST 170,43035,3.0,14,10,0,0,0,0,0,0,0,0,0
458,Fall 2005,Upper Division,ABUS 390,27336,3.0,0,0,13,0,0,0,0,0,0,0,0
459,Fall 2005,Upper Division,ABUS 425,31657,3.0,0,11,0,0,0,0,0,0,0,0,0
460,Fall 2005,Upper Division,ABUS 465,28381,2.0,0,0,0,0,10,0,0,0,0,0,0
461,Fall 2005,Upper Division,ACCT 320,26669,3.0,0,0,16,0,0,10,0,0,19,0,0
462,Fall 2005,Upper Division,ACCT 321,28255,3.0,0,0,10,0,0,0,0,0,0,0,0
463,Fall 2005,Upper Division,ACCT 421,26648,3.0,0,0,0,0,0,10,0,0,0,0,0
464,Fall 2005,Upper Division,AGRI 380A,39154,3.0,19,0,0,0,0,0,0,0,0,0,0
465,Fall 2005,Upper Division,AMST 335,28294,3.0,0,0,20,0,0,27,0,0,0,0,0
466,Fall 2005,Upper Division,AMST 345,26923,3.0,0,0,11,0,0,0,0,0,0,0,0
467,Fall 2005,Upper Division,ANSC 320,30472,2.0,11,0,0,0,0,0,0,0,0,0,0
468,Fall 2005,Upper Division,ANTH 301,30120,3.0,0,0,11,0,0,11,0,0,0,0,0
469,Fall 2005,Upper Division,ANTH 311,32513,3.0,0,0,11,0,0,10,0,0,0,0,0
470,Fall 2005,Upper Division,ANTH 312,27425,3.0,10,0,0,0,0,0,0,0,0,0,0
471,Fall 2005,Upper Division,ARTS 327,26475,3.0,13,0,0,0,0,0,0,0,0,0,0
472,Fall 2005,Upper Division,ARTS 387,30773,3.0,0,0,0,12,0,0,0,0,0,0,0
473,Fall 2005,Upper Division,ARTS 489,26738,3.0,13,0,0,0,0,0,0,0,0,0,0
474,Fall 2005,Upper Division,ARTS 493,28225,2.0,18,0,0,0,0,0,0,0,0,0,0
475,Fall 2005,Upper Division,ARTS 493,30259,2.0,12,0,0,0,0,0,0,0,0,0,0
476,Fall 2005,Upper Division,ARTS 493,35377,2.0,28,12,0,0,0,0,0,0,0,0,0
477,Fall 2005,Upper Division,BADM 495,29111,2.0,0,0,11,0,15,15,17,0,0,0,0
478,Fall 2005,Upper Division,BADM 495,31344,2.0,12,14,0,12,0,0,0,0,0,0,0
479,Fall 2005,Upper Division,BADM 498,36850,3.0,40,0,0,0,0,0,0,0,0,0,0
480,Fall 2005,Upper Division,BIOL 302,31091,3.0,14,0,0,0,0,0,0,0,0,0,0
481,Fall 2005,Upper Division,BIOL 318,28228,3.0,0,0,0,0,0,0,10,0,0,0,0
482,Fall 2005,Upper Division,BIOL 334,26388,3.0,0,0,13,10,0,0,0,0,0,0,0
483,Fall 2005,Upper Division,BIOL 342,28584,2.0,15,0,0,0,0,20,0,0,0,0,0
484,Fall 2005,Upper Division,BIOL 342,29147,2.0,10,0,0,0,0,17,0,0,0,0,0
485,Fall 2005,Upper Division,BIOL 351,30912,1.0,45,0,0,0,0,0,0,0,0,0,0
486,Fall 2005,Upper Division,BLAW 302,28687,3.0,0,0,0,0,0,19,0,0,0,0,0
487,Fall 2005,Upper Division,BLAW 302,28811,3.0,0,0,13,0,20,13,13,0,0,12,0
488,Fall 2005,Upper Division,BLAW 302,39762,3.0,0,12,37,20,27,27,10,18,0,0,0
489,Fall 2005,Upper Division,BLAW 413,31037,3.0,0,0,22,0,11,0,0,14,0,0,0
490,Fall 2005,Upper Division,BLAW 414,30094,3.0,0,10,0,12,11,14,0,11,0,0,0
491,Fall 2005,Upper Division,BLMC 301,29047,1.0,12,0,0,0,0,0,0,0,0,0,0
492,Fall 2005,Upper Division,BLMC 302,29047,1.0,11,0,0,0,0,0,0,0,0,0,0
493,Fall 2005,Upper Division,BSIS 301,27619,2.5,13,0,0,0,0,0,0,0,0,0,0
494,Fall 2005,Upper Division,BSIS 420,30538,2.0,15,0,0,0,0,0,0,0,0,0,0
495,Fall 2005,Upper Division,CDES 307,28190,3.0,0,0,25,0,12,10,0,0,0,0,0
496,Fall 2005,Upper Division,CDES 311,28208,3.0,0,0,0,0,0,0,13,0,0,0,0
497,Fall 2005,Upper Division,CDES 313,27332,3.0,0,0,10,0,0,0,0,0,0,0,0
498,Fall 2005,Upper Division,CDES 314,28749,2.0,0,10,0,0,0,0,0,0,0,0,0
499,Fall 2005,Upper Division,CDES 331,30124,3.0,0,0,13,0,0,0,0,0,0,0,0
500,Fall 2005,Upper Division,CDES 333,26933,2.0,0,0,0,10,0,0,0,0,0,0,0
501,Fall 2005,Upper Division,CDES 366,27315,2.0,18,0,0,0,0,0,0,0,0,0,0
502,Fall 2005,Upper Division,CDES 366,28592,2.0,13,0,0,0,0,0,0,0,0,0,0
503,Fall 2005,Upper Division,CDES 466,28190,2.0,0,11,0,0,0,0,0,0,0,0,0
504,Fall 2005,Upper Division,CDES 489,28208,3.0,25,0,0,0,0,0,0,0,0,0,0
505,Fall 2005,Upper Division,CHEM 350,37072,3.0,12,0,0,0,0,0,0,0,0,0,0
506,Fall 2005,Upper Division,CHLD 354,28389,3.0,0,0,14,0,0,0,0,0,0,0,0
507,Fall 2005,Upper Division,CHLD 362,28389,3.0,0,0,15,0,0,0,0,0,0,0,0
508,Fall 2005,Upper Division,CHLD 392,31507,1.0,23,0,0,0,0,0,0,0,0,0,0
509,Fall 2005,Upper Division,CHLD 456,32396,3.0,18,0,0,0,0,0,0,0,0,0,0
510,Fall 2005,Upper Division,CHLD 492,31507,1.0,16,0,0,0,0,0,0,0,0,0,0
511,Fall 2005,Upper Division,CIVL 302,40082,3.0,0,0,0,0,10,12,0,0,0,0,0
512,Fall 2005,Upper Division,CIVL 311,28939,4.0,0,0,12,0,0,13,0,0,0,0,0
513,Fall 2005,Upper Division,CIVL 321,28254,3.0,0,0,0,0,0,10,0,0,0,0,0
514,Fall 2005,Upper Division,CIVL 441,26943,3.0,0,0,10,0,0,0,0,0,0,0,0
515,Fall 2005,Upper Division,CIVL 495,27301,2.0,15,10,0,0,0,0,0,0,0,0,0
516,Fall 2005,Upper Division,CMGT 320,31667,2.0,12,0,12,20,0,0,15,0,0,0,0
517,Fall 2005,Upper Division,CMGT 330,31587,2.0,0,0,16,0,15,29,17,12,13,11,0
518,Fall 2005,Upper Division,CMGT 332,39025,2.0,0,0,16,0,0,0,0,0,0,0,0
519,Fall 2005,Upper Division,CMGT 340,30649,3.0,0,0,0,0,0,13,0,0,10,10,0
520,Fall 2005,Upper Division,CMGT 340,31667,3.0,20,0,0,0,0,0,0,0,0,0,0
521,Fall 2005,Upper Division,CMGT 398,28807,3.0,45,0,0,0,0,0,0,0,0,0,0
522,Fall 2005,Upper Division,CMGT 398,30906,3.0,0,0,15,0,0,15,0,0,0,0,0
523,Fall 2005,Upper Division,CMGT 440,30649,3.0,0,0,0,0,0,0,0,10,0,10,0
524,Fall 2005,Upper Division,CMGT 450,30906,2.0,0,0,16,10,10,20,10,0,0,0,0
525,Fall 2005,Upper Division,CMGT 460,26515,3.0,0,0,10,0,11,0,0,10,0,0,0
526,Fall 2005,Upper Division,CMSD 362,31918,3.0,12,0,0,0,0,0,0,0,0,0,0
527,Fall 2005,Upper Division,CMSD 431,27504,3.0,17,0,0,0,0,0,0,0,0,0,0
528,Fall 2005,Upper Division,CMSD 440,31918,3.0,25,0,0,0,0,0,0,0,0,0,0
529,Fall 2005,Upper Division,CMSD 451,27504,3.0,18,10,0,0,0,0,0,0,0,0,0
530,Fall 2005,Upper Division,CMST 330,30234,3.0,0,0,14,0,0,0,0,0,0,0,0
531,Fall 2005,Upper Division,CMST 332,31143,3.0,0,0,0,0,0,0,0,15,0,0,0
532,Fall 2005,Upper Division,CMST 334,28467,3.0,0,11,0,0,0,0,0,0,0,0,0
533,Fall 2005,Upper Division,CMST 335,31331,3.0,0,0,0,10,0,0,0,0,0,0,0
534,Fall 2005,Upper Division,CMST 370,34543,3.0,0,10,0,0,15,0,0,0,0,0,0
535,Fall 2005,Upper Division,CMST 470,30757,3.0,0,0,0,0,10,0,0,0,0,0,0
536,Fall 2005,Upper Division,CMST 484,34543,3.0,0,10,0,10,0,0,0,0,0,0,0
537,Fall 2005,Upper Division,CMST 489,34543,3.0,26,0,0,0,0,0,0,0,0,0,0
538,Fall 2005,Upper Division,CSCI 311,31591,2.0,0,0,0,0,0,0,0,0,0,0,10
539,Fall 2005,Upper Division,CSCI 545,30054,1.0,25,0,0,0,0,0,0,0,0,0,0
540,Fall 2005,Upper Division,ECON 495,28959,1.0,18,0,0,0,0,0,0,0,0,0,0
541,Fall 2005,Upper Division,EDTE 301,26502,2.0,13,0,0,0,0,0,0,0,0,0,0
542,Fall 2005,Upper Division,EDTE 301,26601,2.0,22,0,0,0,0,0,0,0,0,0,0
543,Fall 2005,Upper Division,EDTE 301,27248,2.0,0,0,10,0,0,0,0,0,0,0,0
544,Fall 2005,Upper Division,EDTE 301,31639,2.0,36,15,0,0,0,0,0,0,0,0,0
545,Fall 2005,Upper Division,EDTE 302,26502,3.0,13,0,0,0,0,0,0,0,0,0,0
546,Fall 2005,Upper Division,EDTE 302,28431,3.0,23,0,0,0,0,0,0,0,0,0,0
