Term,Course Division,Course,Section,Units,Random Faculty ID,Total Enrolled,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Spring 2017,Upper Division,MGMT459__01,,,,,5,17,7,2,0,1,2,0,0,0,0,0
Spring 2017,Upper Division,MKTG416__87,,,,,14,3,5,5,2,0,1,0,0,1,0,3
Spring 2017,Upper Division,PSCI431__01,,,,,18,5,2,6,0,0,2,1,0,0,0,0
Spring 2017,Upper Division,PSYC421__01,,,,,5,9,8,4,3,1,2,0,0,2,0,0
Spring 2017,Graduate Division,ACCT642__01,,,,,33,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,ADMN691__01,,,,,23,10,0,0,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,HD__292__02,,,,,24,0,0,7,0,0,1,0,0,1,0,0
Spring 2017,Lower Division,HUM_197__01,,,,,22,3,0,1,3,0,4,0,0,0,0,0
Spring 2017,Lower Division,KINE114E_03,,,,,27,0,0,5,0,0,1,0,0,0,0,0
Spring 2017,Lower Division,KINE114F_08,,,,,32,0,0,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE120E_01,,,,,31,0,0,2,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE240__02,,,,,12,10,6,2,2,0,0,0,0,0,0,1
Spring 2017,Lower Division,MATH211__01,,,,,9,4,1,4,3,2,4,3,0,0,1,2
Spring 2017,Lower Division,MATH211__02,,,,,8,6,4,4,2,2,3,0,0,2,1,1
Spring 2017,Lower Division,MATH212__02,,,,,9,4,8,4,3,1,2,0,0,1,1,0
Spring 2017,Lower Division,PHIL101__04,,,,,9,8,8,2,4,1,1,0,0,0,0,0
Spring 2017,Lower Division,PHIL105__03,,,,,5,3,3,5,4,0,3,3,1,0,1,5
Spring 2017,Lower Division,PHIL190__06,,,,,2,5,5,6,4,1,5,1,0,1,0,3
Spring 2017,Lower Division,PHIL190__08,,,,,3,4,3,7,6,6,3,1,0,0,0,0
Spring 2017,Lower Division,PHIL191__01,,,,,0,0,6,11,10,3,2,0,0,0,0,1
Spring 2017,Lower Division,PHIL191__04,,,,,7,2,7,6,6,1,2,1,0,1,0,0
Spring 2017,Lower Division,PHIL191__06,,,,,16,10,1,0,1,0,1,1,0,1,0,2
Spring 2017,Upper Division,ACCT440__01,,,,,19,3,1,7,0,0,2,0,0,1,0,0
Spring 2017,Upper Division,ACCT547__02,,,,,17,6,4,2,1,3,0,0,0,0,0,0
Spring 2017,Upper Division,CJUS312__01,,,,,1,3,1,13,8,4,2,0,1,0,0,0
Spring 2017,Upper Division,CJUS504__01,,,,,1,0,1,7,2,1,11,6,2,1,0,1
Spring 2017,Upper Division,COMM307__01,,,,,23,2,3,0,2,2,0,0,0,0,0,1
Spring 2017,Upper Division,HSCI513__70,,,,,30,2,1,0,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,HUM_597__70,,,,,28,1,3,0,0,1,0,0,0,0,0,0
Spring 2017,Upper Division,IST_372__01,,,,,5,4,6,5,4,3,4,1,1,0,0,0
Spring 2017,Upper Division,MGMT350__01,,,,,4,12,5,4,3,2,2,0,0,1,0,0
Spring 2017,Upper Division,PSCI325__01,,,,,13,16,2,1,1,0,0,0,0,0,0,0
Spring 2017,Upper Division,PSCI326__01,,,,,20,5,0,6,0,0,1,0,0,0,0,1
Spring 2017,Lower Division,ENG_210__02,,,,,5,6,5,4,8,1,2,0,0,0,0,1
Spring 2017,Lower Division,HSCI100__80,,,,,7,4,5,6,7,1,0,0,0,0,1,1
Spring 2017,Lower Division,HSCI273__02,,,,,22,5,3,0,1,0,0,0,0,0,0,1
Spring 2017,Lower Division,IST_275__01,,,,,6,5,4,2,10,3,2,0,0,0,0,0
Spring 2017,Lower Division,IST_276__01,,,,,5,3,5,3,2,5,7,0,0,1,0,1
Spring 2017,Lower Division,KINE114F_05,,,,,23,7,1,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE121F_01,,,,,28,0,0,4,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE200__01,,,,,32,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE240__01,,,,,23,2,1,2,0,0,1,0,0,0,0,3
Spring 2017,Lower Division,KINE270__02,,,,,0,1,4,7,7,6,5,1,0,1,0,0
Spring 2017,Lower Division,KINE270__03,,,,,10,6,6,4,3,1,1,1,0,0,0,0
Spring 2017,Lower Division,MATH115__01,,,,,4,5,3,9,0,4,7,0,0,0,0,0
Spring 2017,Lower Division,MATH120__04,,,,,5,1,1,5,4,2,14,0,0,0,0,0
Spring 2017,Lower Division,MATH241__01,,,,,12,6,5,6,0,1,1,0,0,0,0,1
Spring 2017,Lower Division,PHIL101__01,,,,,2,4,4,7,7,5,1,1,0,1,0,0
Spring 2017,Lower Division,PHIL101__03,,,,,5,8,7,3,5,1,1,0,1,0,0,1
Spring 2017,Lower Division,PHIL101__05,,,,,0,2,10,10,7,2,0,0,0,1,0,0
Spring 2017,Lower Division,PHIL190__01,,,,,3,3,1,4,3,3,9,3,1,1,0,1
Spring 2017,Lower Division,PHIL190__09,,,,,1,4,7,6,6,5,0,0,0,0,0,3
Spring 2017,Lower Division,PHIL190__80,,,,,3,2,2,5,1,3,7,1,1,3,0,4
Spring 2017,Lower Division,PHIL191__02,,,,,0,0,3,15,5,4,4,0,0,0,0,1
Spring 2017,Lower Division,PHIL191__03,,,,,2,3,2,10,6,6,1,1,0,1,0,0
Spring 2017,Lower Division,PHIL192__04,,,,,7,7,5,6,1,0,0,4,0,0,2,0
Spring 2017,Lower Division,PHIL192__05,,,,,2,3,4,5,6,2,1,7,1,1,0,0
Spring 2017,Lower Division,PHIL194__04,,,,,6,3,2,3,3,1,6,1,1,2,0,4
Spring 2017,Upper Division,ACCT426__03,,,,,6,4,4,6,4,1,3,0,2,1,0,1
Spring 2017,Upper Division,ANTH345__01,,,,,15,3,5,8,0,0,1,0,0,0,0,0
Spring 2017,Upper Division,CHEM452__01,,,,,0,2,2,1,4,2,8,6,2,2,2,1
Spring 2017,Upper Division,CJUS598__70,,,,,2,2,1,6,7,3,2,4,1,0,0,4
Spring 2017,Upper Division,HRM_455__02,,,,,2,9,2,12,4,1,0,1,0,0,0,1
Spring 2017,Upper Division,MATH331__02,,,,,13,2,3,2,0,2,7,1,0,1,0,1
Spring 2017,Upper Division,MGMT405__87,,,,,21,2,2,5,0,0,2,0,0,0,0,0
Spring 2017,Upper Division,MKTG410__02,,,,,7,7,3,7,6,2,0,0,0,0,0,0
Spring 2017,Upper Division,MKTG420__01,,,,,17,2,8,2,0,3,0,0,0,0,0,0
Spring 2017,Upper Division,PSCI310__01,,,,,8,4,4,7,2,1,2,1,1,1,0,1
Spring 2017,Upper Division,TA__331__01,,,,,8,3,7,10,3,0,1,0,0,0,0,0
Spring 2017,Lower Division,HD__282__01,,,,,14,0,1,13,0,0,3,0,0,0,0,0
Spring 2017,Lower Division,IST_274__01,,,,,6,19,2,2,0,0,1,0,0,0,0,1
Spring 2017,Lower Division,KINE114E_05,,,,,22,3,2,3,1,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE120E_02,,,,,29,0,0,0,0,0,2,0,0,0,0,0
Spring 2017,Lower Division,MATH165__01,,,,,9,1,4,8,2,3,4,0,0,0,0,0
Spring 2017,Lower Division,PHIL101__02,,,,,6,6,3,7,3,4,1,0,1,0,0,0
Spring 2017,Lower Division,PHIL105__01,,,,,3,1,3,4,4,2,2,3,2,3,0,4
Spring 2017,Lower Division,PHIL105__04,,,,,4,2,3,2,1,3,4,5,0,6,0,1
Spring 2017,Lower Division,PHIL190__02,,,,,3,1,4,7,4,6,3,1,2,0,0,0
Spring 2017,Lower Division,PHIL190__11,,,,,1,4,5,4,6,4,2,1,0,2,0,2
Spring 2017,Lower Division,PHIL192__01,,,,,1,1,3,0,0,2,6,3,1,5,3,6
Spring 2017,Lower Division,PHIL192__03,,,,,4,4,2,6,0,1,4,1,3,3,0,3
Spring 2017,Pre-Baccalaureate,MATH090__06,,,,,5,4,4,5,4,6,3,0,0,0,0,0
Spring 2017,Upper Division,ACCT315__01,,,,,24,2,3,1,1,0,0,0,0,0,0,0
Spring 2017,Upper Division,ART_395__71,,,,,18,9,0,2,1,0,0,0,0,0,0,1
Spring 2017,Upper Division,CJUS312__02,,,,,2,3,1,5,4,3,4,1,0,1,1,6
Spring 2017,Upper Division,CSE_401__01,,,,,8,2,2,7,4,2,3,1,0,1,0,1
Spring 2017,Upper Division,CSE_500__01,,,,,4,2,5,2,4,0,0,2,2,1,5,4
Spring 2017,Upper Division,IST_511__01,,,,,22,5,0,1,0,1,1,0,0,0,0,1
Spring 2017,Upper Division,KINE352__80,,,,,24,4,0,0,0,0,0,1,0,0,0,2
Spring 2017,Upper Division,MGMT490__06,,,,,1,3,8,8,6,3,2,0,0,0,0,0
Spring 2017,Upper Division,PSYC428__01,,,,,29,0,1,0,1,0,0,0,0,0,0,0
Spring 2017,Upper Division,SW__400C_01,,,,,2,7,4,9,8,1,0,0,0,0,0,0
Spring 2017,Graduate Division,HSCI608__70,,,,,29,1,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__647__01,,,,,30,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__660__01,,,,,24,5,0,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,CSE_201__04,,,,,6,3,1,1,4,2,1,6,0,2,0,4
Spring 2017,Lower Division,CSE_201__09,,,,,8,2,0,3,3,1,3,0,1,2,1,6
Spring 2017,Lower Division,ECON200__02,,,,,1,2,2,1,1,3,3,4,4,3,4,2
Spring 2017,Lower Division,GSS_100__01,,,,,18,0,2,1,0,0,3,0,0,0,0,6
Spring 2017,Lower Division,IST_275__02,,,,,2,7,2,7,3,3,4,1,0,0,0,1
Spring 2017,Lower Division,KINE114E_01,,,,,4,6,4,8,3,3,2,0,0,0,0,0
Spring 2017,Lower Division,KINE120F_02,,,,,28,0,0,1,1,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE263D_01,,,,,17,8,1,0,2,2,0,0,0,0,0,0
Spring 2017,Lower Division,MATH110__80,,,,,5,0,0,4,0,0,21,0,0,0,0,0
Spring 2017,Lower Division,MATH180__81,,,,,17,3,4,2,2,0,1,0,0,0,0,1
Spring 2017,Lower Division,MATH211__05,,,,,12,2,3,0,0,4,3,1,0,3,0,2
Spring 2017,Lower Division,PHIL105__02,,,,,2,1,5,4,2,4,4,6,0,1,0,1
Spring 2017,Lower Division,PHIL190__03,,,,,3,1,5,4,3,1,6,1,2,1,1,2
Spring 2017,Lower Division,PHIL190__10,,,,,3,8,6,4,3,3,1,2,0,0,0,0
Spring 2017,Lower Division,PHIL191__07,,,,,4,8,3,5,2,2,2,0,0,0,0,4
Spring 2017,Lower Division,PHIL194__01,,,,,2,1,0,6,9,3,3,2,1,1,0,2
Spring 2017,Upper Division,ACCT440__03,,,,,11,10,1,5,2,0,0,1,0,0,0,0
Spring 2017,Upper Division,ART_395__70,,,,,19,8,3,0,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,CSE_320__01,,,,,3,4,7,2,2,4,1,2,4,0,0,1
Spring 2017,Upper Division,CSE_401__03,,,,,22,5,0,1,2,0,0,0,0,0,0,0
Spring 2017,Upper Division,ENG_302B_70,,,,,7,2,1,5,6,2,1,0,1,0,0,5
Spring 2017,Upper Division,ENG_320__01,,,,,6,4,1,5,6,0,6,0,0,1,1,0
Spring 2017,Upper Division,ENG_325__01,,,,,3,1,6,9,2,3,1,0,2,2,0,1
Spring 2017,Upper Division,HRM_455__01,,,,,6,8,5,3,5,1,2,0,0,0,0,0
Spring 2017,Upper Division,HRM_470__01,,,,,1,12,11,3,2,0,1,0,0,0,0,0
Spring 2017,Upper Division,IST_474__02,,,,,7,3,1,2,7,3,6,0,0,0,1,0
Spring 2017,Upper Division,KINE490__02,,,,,30,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,MATH301B_01,,,,,4,6,8,5,1,1,5,0,0,0,0,0
Spring 2017,Upper Division,MATH345__01,,,,,4,0,2,4,0,1,2,2,2,1,1,11
Spring 2017,Upper Division,MATH372__02,,,,,4,3,6,5,4,6,2,0,0,0,0,0
Spring 2017,Upper Division,MGMT405__01,,,,,4,5,9,4,6,0,1,0,1,0,0,0
Spring 2017,Upper Division,PSCI314__01,,,,,0,1,5,7,8,5,4,0,0,0,0,0
Spring 2017,Upper Division,PSYC422__01,,,,,21,6,0,2,1,0,0,0,0,0,0,0
Spring 2017,Upper Division,SCM_480__01,,,,,5,2,9,5,3,3,1,0,0,1,0,1
Spring 2017,Graduate Division,ESPE625__01,,,,,21,6,1,1,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,PA__662__70,,,,,13,8,1,1,3,1,2,0,0,0,0,0
Spring 2017,Graduate Division,PA__664__73,,,,,23,5,0,0,0,0,0,0,0,0,0,1
Spring 2017,Graduate Division,SW__620__01,,,,,25,4,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__657__01,,,,,28,1,0,0,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,COMM120__25,,,,,2,3,6,4,4,1,1,3,1,0,2,2
Spring 2017,Lower Division,GEOG201__01,,,,,1,2,2,2,3,3,5,4,1,3,0,3
Spring 2017,Lower Division,IST_215__71,,,,,4,2,5,3,3,2,2,2,0,1,0,5
Spring 2017,Lower Division,IST_282__01,,,,,6,4,2,5,5,4,2,0,0,1,0,0
Spring 2017,Lower Division,KINE263C_01,,,,,18,4,1,3,1,0,0,1,1,0,0,0
Spring 2017,Lower Division,MATH110__02,,,,,3,2,1,5,9,1,8,0,0,0,0,0
Spring 2017,Lower Division,MATH110__14,,,,,6,1,3,2,4,5,8,0,0,0,0,0
Spring 2017,Lower Division,MATH213__03,,,,,2,4,4,4,1,2,2,1,1,2,0,6
Spring 2017,Lower Division,MATH251__01,,,,,4,3,3,6,2,4,3,0,1,0,1,2
Spring 2017,Lower Division,MATH270__01,,,,,4,2,0,8,3,2,7,0,0,2,0,1
Spring 2017,Lower Division,MGMT230__80,,,,,1,5,6,10,2,4,1,0,0,0,0,0
Spring 2017,Lower Division,PHIL105__05,,,,,5,3,4,7,5,2,1,0,0,0,0,2
Spring 2017,Lower Division,PHIL194__03,,,,,12,1,2,5,2,1,2,1,1,0,0,2
Spring 2017,Lower Division,PHIL194__05,,,,,2,2,1,2,2,3,0,3,3,5,3,3
Spring 2017,Lower Division,SW__200__70,,,,,9,9,5,4,0,1,0,0,0,0,0,1
Spring 2017,Upper Division,ACCT374__01,,,,,7,3,4,6,2,2,4,0,0,1,0,0
Spring 2017,Upper Division,ACCT374__80,,,,,9,3,9,2,2,0,2,0,0,0,1,1
Spring 2017,Upper Division,CSE_403__04,,,,,3,8,6,5,3,1,1,1,0,0,0,1
Spring 2017,Upper Division,CSE_572__01,,,,,1,0,3,2,4,2,5,2,4,1,4,1
Spring 2017,Upper Division,ECON410__01,,,,,3,0,7,8,5,2,3,1,0,0,0,0
Spring 2017,Upper Division,EELB315__01,,,,,25,4,0,0,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,EELB423__01,,,,,22,4,2,1,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,ENG_301B_03,,,,,3,10,7,5,3,0,1,0,0,0,0,0
Spring 2017,Upper Division,ENG_440__01,,,,,5,5,3,3,2,5,2,0,1,1,0,2
Spring 2017,Upper Division,FIN_527__01,,,,,4,1,1,13,2,1,7,0,0,0,0,0
Spring 2017,Upper Division,HIST435__01,,,,,3,6,10,3,2,2,0,0,0,1,0,2
Spring 2017,Upper Division,HRM_457__01,,,,,6,9,3,6,4,1,0,0,0,0,0,0
Spring 2017,Upper Division,HSCI367__01,,,,,1,2,1,4,3,5,2,3,1,4,0,3
Spring 2017,Upper Division,HSCI423__01,,,,,3,1,3,9,6,0,4,0,0,2,1,0
Spring 2017,Upper Division,MATH329__01,,,,,2,2,5,6,3,2,5,0,0,4,0,0
Spring 2017,Upper Division,MATH331__01,,,,,5,1,7,5,3,2,5,0,0,1,0,0
Spring 2017,Upper Division,MATH355__01,,,,,5,1,1,7,1,5,7,1,0,1,0,0
Spring 2017,Upper Division,MATH545__01,,,,,4,0,0,14,2,0,2,1,0,2,0,4
Spring 2017,Upper Division,MGMT350__02,,,,,11,10,4,2,1,0,1,0,0,0,0,0
Spring 2017,Upper Division,MUS_380__01,,,,,7,5,13,2,2,0,0,0,0,0,0,0
Spring 2017,Upper Division,PSCI328__01,,,,,5,2,6,7,2,0,0,2,1,0,0,4
Spring 2017,Upper Division,PSYC421__03,,,,,1,8,3,7,3,3,1,3,0,0,0,0
Spring 2017,Upper Division,PSYC421__80,,,,,1,2,2,8,3,4,4,1,1,2,0,1
Spring 2017,Upper Division,SCM_304__05,,,,,3,0,0,2,4,5,3,0,0,6,0,6
Spring 2017,Graduate Division,EADM626C_70,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,ECLG649__01,,,,,23,1,2,2,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,ESPE673__01,,,,,23,4,1,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,PA__663__70,,,,,11,9,5,2,1,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__602C_01,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__602C_02,,,,,6,14,5,1,1,1,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__606C_01,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__606C_02,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__606C_03,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__612__01,,,,,19,8,1,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__612__02,,,,,9,14,3,1,1,0,0,0,0,0,0,0
Spring 2017,Lower Division,COMM120__02,,,,,2,3,2,7,3,3,3,2,0,1,0,2
Spring 2017,Lower Division,COMM120__03,,,,,12,4,6,1,1,2,0,1,0,0,0,1
Spring 2017,Lower Division,COMM120__07,,,,,17,1,4,6,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,COMM120__10,,,,,4,4,2,10,2,1,3,0,0,0,0,2
Spring 2017,Lower Division,COMM120__13,,,,,12,5,5,2,2,0,0,0,0,0,0,2
Spring 2017,Lower Division,COMM120__15,,,,,17,2,2,3,1,2,1,0,0,0,0,0
Spring 2017,Lower Division,COMM120__16,,,,,4,4,4,4,3,3,1,1,0,1,0,3
Spring 2017,Lower Division,COMM120__17,,,,,8,11,3,2,1,0,0,0,0,0,0,3
Spring 2017,Lower Division,COMM120__18,,,,,0,1,4,10,3,2,1,2,3,0,0,2
Spring 2017,Lower Division,COMM120__20,,,,,1,5,3,8,4,1,1,1,2,0,0,2
Spring 2017,Lower Division,COMM120__22,,,,,3,5,5,4,5,3,0,0,0,0,0,3
Spring 2017,Lower Division,COMM120__23,,,,,7,6,1,6,3,2,1,1,1,0,0,0
Spring 2017,Lower Division,COMM120__24,,,,,4,4,7,6,1,2,3,0,0,0,0,1
Spring 2017,Lower Division,COMM120__26,,,,,2,1,2,8,3,4,1,1,1,2,0,3
Spring 2017,Lower Division,COMM120__30,,,,,8,3,9,3,0,1,0,0,1,1,0,2
Spring 2017,Lower Division,CSE_201__07,,,,,9,2,4,2,1,2,0,0,0,0,1,7
Spring 2017,Lower Division,HSCI273__01,,,,,18,8,0,0,0,2,0,0,0,0,0,0
Spring 2017,Lower Division,IST_101__70,,,,,3,6,2,10,3,1,0,0,0,0,0,3
Spring 2017,Lower Division,KINE114F_01,,,,,26,1,0,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE200__03,,,,,28,0,0,0,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE261H_01,,,,,26,2,0,0,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,KINE261M_01,,,,,12,14,1,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,MATH110__10,,,,,8,1,3,3,0,1,12,0,0,0,0,0
Spring 2017,Lower Division,MATH180__80,,,,,9,2,4,2,3,1,6,1,0,0,0,0
Spring 2017,Lower Division,MATH212__01,,,,,2,2,3,1,2,3,4,2,0,1,3,5
Spring 2017,Lower Division,MATH212__05,,,,,3,1,0,1,2,1,1,1,3,3,0,12
Spring 2017,Lower Division,MATH212__06,,,,,2,2,2,1,6,2,9,0,0,0,0,4
Spring 2017,Lower Division,MATH213__02,,,,,4,0,1,2,0,2,1,0,1,2,1,14
Spring 2017,Lower Division,MATH213__04,,,,,2,2,3,2,4,3,1,2,2,5,0,2
Spring 2017,Upper Division,ANTH358__01,,,,,12,0,4,4,1,1,4,2,0,0,0,0
Spring 2017,Upper Division,ANTH380__01,,,,,6,1,3,7,3,2,2,1,0,1,0,2
Spring 2017,Upper Division,COMM321__01,,,,,5,7,5,1,3,2,2,0,1,0,1,1
Spring 2017,Upper Division,COMM344__01,,,,,9,4,4,1,7,0,0,2,0,0,0,1
Spring 2017,Upper Division,COMM401__02,,,,,1,5,6,6,4,2,1,2,0,0,0,1
Spring 2017,Upper Division,COMM403__01,,,,,8,9,3,6,1,0,1,0,0,0,0,0
Spring 2017,Upper Division,COMM411__01,,,,,2,2,5,5,5,4,1,3,0,1,0,0
Spring 2017,Upper Division,COMM564__01,,,,,8,6,5,3,0,3,2,1,0,0,0,0
Spring 2017,Upper Division,CSE_310__01,,,,,8,3,3,4,4,1,1,1,1,0,2,0
Spring 2017,Upper Division,CSE_310__03,,,,,8,3,4,3,3,1,1,1,0,2,2,0
Spring 2017,Upper Division,CSE_320__05,,,,,6,4,5,3,6,2,1,1,0,0,0,0
Spring 2017,Upper Division,CSE_366__01,,,,,14,5,4,2,2,0,0,1,0,0,0,0
Spring 2017,Upper Division,ECON360__01,,,,,3,4,6,10,2,2,1,0,0,0,0,0
Spring 2017,Upper Division,EELB301__01,,,,,16,2,0,4,1,1,1,0,0,0,0,3
Spring 2017,Upper Division,ENG_301B_01,,,,,6,6,1,7,2,2,2,0,1,1,0,0
Spring 2017,Upper Division,ENG_301B_02,,,,,5,5,6,5,5,1,0,1,0,0,0,0
Spring 2017,Upper Division,ENG_336__01,,,,,12,5,5,1,2,1,0,1,1,0,0,0
Spring 2017,Upper Division,ENTR442__01,,,,,7,8,2,5,1,3,1,0,0,0,0,1
Spring 2017,Upper Division,FIN_313__05,,,,,3,3,0,2,0,0,11,0,0,0,0,9
Spring 2017,Upper Division,FIN_433__03,,,,,10,2,1,2,0,1,7,0,0,0,0,5
Spring 2017,Upper Division,FIN_435__03,,,,,5,2,1,10,5,2,3,0,0,0,0,0
Spring 2017,Upper Division,HD__400__01,,,,,2,2,4,9,7,0,1,3,0,0,0,0
Spring 2017,Upper Division,HRM_460__01,,,,,4,10,4,5,4,0,1,0,0,0,0,0
Spring 2017,Upper Division,HSCI344__01,,,,,4,5,1,2,2,6,2,0,0,2,0,4
Spring 2017,Upper Division,IST_372__02,,,,,3,3,5,3,6,2,2,1,2,0,0,1
Spring 2017,Upper Division,IST_474__01,,,,,20,5,2,1,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,KINE382__03,,,,,3,5,2,3,7,4,2,0,0,0,0,2
Spring 2017,Upper Division,MATH345__02,,,,,3,1,5,3,3,3,6,0,0,4,0,0
Spring 2017,Upper Division,MATH465__01,,,,,7,4,4,5,1,1,1,1,2,1,0,1
Spring 2017,Upper Division,MGMT335__02,,,,,0,13,7,6,0,0,0,0,0,0,0,2
Spring 2017,Upper Division,MGMT452__01,,,,,5,4,6,6,5,2,0,0,0,0,0,0
Spring 2017,Upper Division,MGMT490__03,,,,,2,0,0,20,0,0,6,0,0,0,0,0
Spring 2017,Upper Division,MGMT490__04,,,,,3,4,7,3,3,5,3,0,0,0,0,0
Spring 2017,Upper Division,MGMT490__11,,,,,3,2,2,8,8,4,1,0,0,0,0,0
Spring 2017,Upper Division,PSCI410__01,,,,,8,1,0,3,7,0,3,0,3,2,0,1
Spring 2017,Upper Division,PSYC400__01,,,,,2,2,5,8,3,3,2,2,0,1,0,0
Spring 2017,Graduate Division,ESPE627__01,,,,,24,2,1,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__602C_03,,,,,24,2,0,0,1,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__647__02,,,,,20,4,2,1,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__657__02,,,,,17,9,1,0,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__657__03,,,,,7,18,0,2,0,0,0,0,0,0,0,0
Spring 2017,Graduate Division,SW__660__02,,,,,17,9,0,1,0,0,0,0,0,0,0,0
Spring 2017,Lower Division,COMM120__01,,,,,9,2,6,4,3,0,1,1,0,0,0,1
Spring 2017,Lower Division,COMM120__06,,,,,1,1,5,6,5,1,4,0,2,1,0,1
Spring 2017,Lower Division,COMM120__09,,,,,10,5,2,5,2,2,0,1,0,0,0,0
Spring 2017,Lower Division,COMM120__14,,,,,8,5,1,2,2,1,3,1,1,1,0,2
Spring 2017,Lower Division,COMM120__19,,,,,0,3,7,5,2,5,1,2,0,0,1,1
Spring 2017,Lower Division,CSE_201__11,,,,,4,5,1,1,2,3,2,3,0,0,3,3
Spring 2017,Lower Division,HUM_197__89,,,,,21,5,0,0,0,1,0,0,0,0,0,0
Spring 2017,Lower Division,KINE150J_01,,,,,23,0,0,1,2,0,1,0,0,0,0,0
Spring 2017,Lower Division,MATH115__02,,,,,5,2,0,5,2,5,8,0,0,0,0,0
Spring 2017,Lower Division,MATH165__03,,,,,4,0,1,2,8,1,11,0,0,0,0,0
Spring 2017,Lower Division,MATH211__03,,,,,0,0,0,3,0,0,6,0,0,6,0,12
Spring 2017,Lower Division,MATH211__08,,,,,0,0,0,5,1,1,3,0,2,7,0,8
Spring 2017,Lower Division,PHIL190__05,,,,,2,2,5,4,2,6,0,1,1,0,0,4
Spring 2017,Lower Division,PHIL192__02,,,,,1,2,2,5,2,5,2,3,1,0,1,3
Spring 2017,Lower Division,PHIL194__02,,,,,3,5,1,9,0,5,4,0,0,0,0,0
Spring 2017,Lower Division,PHIL200__03,,,,,3,5,1,1,1,3,2,2,1,2,0,6
Spring 2017,Pre-Baccalaureate,MATH090__04,,,,,2,4,4,6,2,1,8,0,0,0,0,0
Spring 2017,Upper Division,ACCT347__01,,,,,11,4,4,2,0,2,1,1,0,0,1,1
Spring 2017,Upper Division,ACCT373__03,,,,,2,8,0,6,2,3,4,0,0,1,0,1
Spring 2017,Upper Division,CJUS320__02,,,,,4,1,1,7,0,2,2,2,0,2,0,6
Spring 2017,Upper Division,COMM421__01,,,,,1,3,4,4,6,2,1,2,1,2,1,0
Spring 2017,Upper Division,COMM491__01,,,,,1,1,3,7,5,7,2,0,0,1,0,0
Spring 2017,Upper Division,COMM491__70,,,,,2,4,5,6,2,2,3,1,0,2,0,0
Spring 2017,Upper Division,CSE_313__03,,,,,5,4,4,3,2,3,2,2,0,2,0,0
Spring 2017,Upper Division,CSE_594__02,,,,,15,7,3,1,0,0,0,0,0,0,0,1
Spring 2017,Upper Division,ENG_303B_01,,,,,3,3,9,4,4,1,2,0,0,0,0,1
Spring 2017,Upper Division,ENG_306__05,,,,,22,2,0,3,0,0,0,0,0,0,0,0
Spring 2017,Upper Division,ENG_306__16,,,,,21,2,2,0,0,0,2,0,0,0,0,0
Spring 2017,Upper Division,ENG_320__80,,,,,23,0,0,2,0,1,0,0,0,0,0,1
Spring 2017,Upper Division,FIN_360__01,,,,,8,7,3,5,3,0,0,0,0,0,0,1
