,Term,Term Name,Courselev (group),Course,Facid,A,A-,B,B+,B-,C,C+,C-,CR,D,D+,F,NC,WU,Max. Units Class
,,Fall 2023,Ugrd,ENGL 460,ZKFPH,11,2,0,1,0,0,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,ENGR 115,IDLYFB,50,13,16,6,4,10,3,2,,2,0,0,,,3
,,Fall 2023,Ugrd,ENGR 123,VXGQI,42,0,0,2,0,0,0,0,,0,0,1,,,1
,,Fall 2023,Ugrd,ENGR 205,PGMMI,21,6,2,0,1,2,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 210,GMUJOB,1,3,6,5,2,1,1,1,,2,1,1,,,3
,,Fall 2023,Ugrd,ENGR 225,KYMQOB,8,2,7,0,1,2,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,ENGR 226,GMUJOB,5,5,4,3,0,1,0,0,,0,3,0,,,3
,,Fall 2023,Ugrd,ENGR 280,HYMQOB,13,3,3,1,2,2,1,0,,0,0,1,,,1
,,Fall 2023,Ugrd,ENGR 280,IDLYFB,19,2,9,0,0,1,1,2,,4,0,2,,,1
,,Fall 2023,Ugrd,ENGR 308,PGMMI,7,1,3,2,1,1,0,0,,0,0,2,,,3
,,Fall 2023,Ugrd,ENGR 313,UCGVOB,11,1,3,5,1,0,0,0,,0,0,1,,,3
,,Fall 2023,Ugrd,ENGR 322,PHPUQB,16,0,1,0,2,0,2,1,,0,0,0,,,4
,,Fall 2023,Ugrd,ENGR 330,PHPUQB,10,0,0,0,1,0,3,1,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 331,HVNQOB,13,2,1,1,1,2,0,4,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 410,VKIII,5,5,2,1,0,2,1,1,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 416,KYMQOB,8,0,3,0,0,0,2,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 440,VXGQI,3,1,4,2,1,3,0,1,,0,0,1,,,3
,,Fall 2023,Ugrd,ENGR 443,GMUJOB,2,1,5,2,0,0,0,1,,0,0,1,,,3
,,Fall 2023,Ugrd,ENGR 475,KJWVH,3,4,1,3,2,0,1,1,,0,0,0,,,3
,,Fall 2023,Ugrd,ENGR 492W,DCVBH,3,4,0,4,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ENST 295,MDTLX,13,2,5,1,1,1,1,5,,1,0,5,,,4
,,Fall 2023,Ugrd,ENST 395W,BEINX,19,5,0,2,0,1,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,ES   105,DAZPOB,11,10,4,4,3,0,2,0,,0,0,3,,,3
,,Fall 2023,Ugrd,ES   105,SPOFI,9,7,3,3,0,0,2,1,,1,2,2,,,3
,,Fall 2023,Ugrd,ES   106,ADIUQB,2,6,2,1,0,1,1,2,,0,0,4,,,3
,,Fall 2023,Ugrd,ES   106,ZHGVQB,13,2,1,0,1,1,0,1,,0,1,6,,,3
,,Fall 2023,Ugrd,ES   107,CQPEOB,24,9,4,0,2,0,1,1,,0,0,2,,,3
,,Fall 2023,Ugrd,ES   107,HGNHI,40,11,4,7,5,1,3,4,,1,0,4,,,3
,,Fall 2023,Ugrd,ES   301,DIIZH,10,1,1,2,1,0,2,1,,0,0,1,,,4
,,Fall 2023,Ugrd,ES   302,EAZPOB,10,3,2,3,1,1,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ES   305,TRPMU,6,3,1,0,2,0,2,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ES   308,EKLDOB,8,7,6,0,0,3,0,4,,0,0,8,,,3
,,Fall 2023,Ugrd,ESM  105,BIPYH,22,12,11,15,10,6,6,1,,1,0,5,,,3
,,Fall 2023,Ugrd,ESM  108,YWFDM,1,5,5,6,3,1,3,2,,2,2,1,,,3
,,Fall 2023,Ugrd,ESM  210,BIPYH,3,2,6,1,6,3,4,1,,2,0,2,,,3
,,Fall 2023,Ugrd,ESM  230,POEIX,27,7,5,12,1,0,0,1,,2,0,1,,,3
,,Fall 2023,Ugrd,ESM  253,TUXJI,7,4,0,1,0,0,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,ESM  303,ODTQF,11,3,4,1,7,4,2,3,,0,0,1,,,4
,,Fall 2023,Ugrd,ESM  305,EXJWH,19,8,10,5,3,2,4,2,,1,0,5,,,3
,,Fall 2023,Ugrd,ESM  305,VQLIOB,10,5,1,2,7,0,3,1,,0,0,0,,,3
,,Fall 2023,Ugrd,ESM  305,XWHHI,16,6,1,3,1,2,1,0,,0,1,0,,,3
,,Fall 2023,Ugrd,ESM  308,YWFDM,22,6,3,7,7,2,2,2,,2,0,0,,,3
,,Fall 2023,Ugrd,ESM  309B,TJLAI,6,8,15,5,10,10,6,1,,0,0,3,,,3
,,Fall 2023,Ugrd,ESM  325,VQLIOB,9,8,6,8,5,2,1,4,,1,0,1,,,3
,,Fall 2023,Ugrd,ESM  350,TJLAI,4,4,3,3,0,0,2,0,,0,0,0,,,3
,,Fall 2023,Ugrd,ESM  355,EXJWH,10,6,4,2,4,5,1,5,,1,0,0,,,3
,,Fall 2023,Ugrd,ESM  360,EXJWH,2,3,1,1,1,0,1,2,,0,0,1,,,3
,,Fall 2023,Ugrd,ESM  410,OYRLX,7,1,1,1,0,0,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,ESM  425,LKDHX,9,11,7,1,4,1,4,1,,1,0,2,,,3
,,Fall 2023,Ugrd,ESM  435,NKPPI,9,6,4,0,2,2,1,0,,0,0,2,,,2
,,Fall 2023,Ugrd,ESM  435,TWTAH,11,4,1,6,0,1,2,0,,1,0,0,,,2
,,Fall 2023,Ugrd,ESM  455,FVLQOB,18,0,1,0,0,0,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,ESM  462,LKDHX,4,2,4,2,1,1,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,FILM 109,TVJWX,21,13,6,8,10,5,0,3,,0,0,2,,,3
,,Fall 2023,Ugrd,FILM 260,MVPQOB,3,5,2,3,0,0,0,2,,0,0,1,,,2
,,Fall 2023,Ugrd,FILM 305,TRCYFB,19,4,3,0,2,1,1,0,,1,0,2,,,3
,,Fall 2023,Ugrd,FILM 315,NWRPI,11,8,1,3,0,0,0,1,,0,0,1,,,4
,,Fall 2023,Ugrd,FILM 317,TRCYFB,14,3,1,0,2,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,FILM 350,EOJLOB,9,1,1,3,0,2,0,1,,0,0,0,,,4
,,Fall 2023,Ugrd,FILM 378,EOJLOB,14,2,0,1,0,0,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,FILM 415,RWCQOB,14,4,1,1,1,0,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,FILM 478,RWCQOB,10,8,2,1,1,0,0,2,,0,0,0,,,4
,,Fall 2023,Ugrd,FIRE 123,ERQWX,14,3,4,7,4,5,5,5,,0,0,0,,,2
,,Fall 2023,Ugrd,FIRE 321,ERQWX,6,2,8,5,4,8,3,5,,0,0,0,,,3
,,Fall 2023,Ugrd,FIRE 323,YVDRI,6,5,2,5,1,0,2,1,,0,0,0,,,3
,,Fall 2023,Ugrd,FISH 260,VHRCY,5,2,3,2,1,4,0,1,,2,0,1,,,3
,,Fall 2023,Ugrd,FISH 300,GJRCI,5,3,16,1,1,12,3,4,,1,0,5,,,3
,,Fall 2023,Ugrd,FISH 310,PKLPX,10,0,25,0,0,16,0,0,,4,0,4,,,4
,,Fall 2023,Ugrd,FISH 314,PCXEOB,6,3,0,0,2,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,FISH 370,PKLPX,6,0,11,0,0,8,0,0,,0,0,2,,,4
,,Fall 2023,Ugrd,FISH 380,SBTDY,3,5,2,1,1,1,0,3,,0,0,0,,,3
,,Fall 2023,Ugrd,FISH 435,PCXEOB,8,10,3,0,4,0,0,1,,0,0,0,,,4
,,Fall 2023,Ugrd,FISH 476,OXSQT,3,2,2,1,2,2,1,1,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  130,BBFNI,10,3,6,7,6,3,6,3,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  131,LRMQOB,9,5,10,5,3,4,6,0,,1,0,1,,,3
,,Fall 2023,Ugrd,FOR  210,RFTTS,9,9,10,9,7,10,4,8,,2,1,0,,,4
,,Fall 2023,Ugrd,FOR  222,FVKII,15,1,12,0,2,5,2,0,,3,0,0,,,2
,,Fall 2023,Ugrd,FOR  250,ZFYQF,3,7,8,13,8,3,3,1,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  315,MPXUL,8,7,6,8,7,0,5,4,,0,0,2,,,3
,,Fall 2023,Ugrd,FOR  359,QSMCI,6,8,16,18,1,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  374,GNMJI,7,2,4,4,2,4,3,0,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  430,KODRF,8,3,1,1,1,0,1,4,,0,0,1,,,3
,,Fall 2023,Ugrd,FOR  432,KODRF,8,3,10,4,3,1,9,3,,1,0,1,,,4
,,Fall 2023,Ugrd,FOR  471,JGGVH,40,7,3,1,5,1,0,0,,0,0,1,,,3
,,Fall 2023,Ugrd,FOR  475,RFTTS,8,6,2,4,2,2,0,2,,0,0,0,,,3
,,Fall 2023,Ugrd,FOR  479W,KODRF,4,2,3,1,1,3,1,0,,1,0,0,,,3
,,Fall 2023,Ugrd,FREN 100,MTHVH,20,5,5,4,0,0,0,1,,0,0,0,,,3
,,Fall 2023,Ugrd,FREN 105,MXOFOB,3,0,1,1,2,1,0,0,,0,0,2,,,4
,,Fall 2023,Ugrd,GEOG 105,NVHCO,11,2,4,3,1,1,1,2,,0,0,1,,,3
,,Fall 2023,Ugrd,GEOG 106,IVNRI,24,2,2,2,1,0,0,2,,1,2,0,,,3
,,Fall 2023,Ugrd,GEOG 300,RHUUFB,32,2,5,2,0,0,1,2,,0,0,0,,,3
,,Fall 2023,Ugrd,GEOG 304,VYEMX,0,8,2,3,5,3,1,5,,0,0,0,,,3
,,Fall 2023,Ugrd,GEOG 310L,EXDACB,7,1,2,3,0,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,GEOG 311,EXDACB,9,1,3,2,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,GEOG 472,GOLDI,11,2,0,0,0,0,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,GEOG 472M,IVNRI,14,0,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,GEOL 103,JHXQH,8,5,3,3,4,4,1,2,,1,0,2,,,3
,,Fall 2023,Ugrd,GEOL 106,JHXQH,14,9,4,4,2,2,2,2,,1,1,2,,,3
,,Fall 2023,Ugrd,GEOL 109,AXPMG,19,9,2,1,0,3,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,GEOL 303,YVBOOB,4,3,3,2,4,1,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,GEOL 306,AXPMG,11,4,2,1,2,0,2,0,,0,1,0,,,3
,,Fall 2023,Ugrd,GEOL 312,OWOMI,4,0,12,2,0,5,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,GEOL 332,UFNLI,3,7,5,3,1,0,2,0,,0,0,0,,,4
,,Fall 2023,Ugrd,GEOL 335,NVQYH,13,1,5,1,1,1,0,0,,0,0,0,,,2
,,Fall 2023,Ugrd,GEOL 380,YVBOOB,5,2,1,2,1,1,0,1,,0,1,0,,,3
,,Fall 2023,Ugrd,GEOL 380L,YVBOOB,5,2,1,2,1,1,0,1,,0,1,0,,,1
,,Fall 2023,Ugrd,GERM 306,SSNMOB,7,1,0,1,0,0,0,0,,0,0,1,,,3
,,Fall 2023,Ugrd,GSP  101,GLUWX,81,22,14,18,15,8,9,6,,0,1,12,,,3
,,Fall 2023,Ugrd,GSP  216,JPEVH,9,8,8,9,3,4,2,3,,0,0,1,,,3
,,Fall 2023,Ugrd,GSP  270,ZGPQOB,46,10,10,4,7,6,2,3,,3,0,6,,,3
,,Fall 2023,Ugrd,GSP  316,EXDACB,12,3,1,0,0,0,0,1,,0,0,0,,,4
,,Fall 2023,Ugrd,GSP  326,JPEVH,5,3,1,1,1,0,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,GSP  370,IUQQF,6,2,3,1,3,0,0,0,,0,0,5,,,3
,,Fall 2023,Ugrd,HED  100,ATVLOB,16,10,5,12,7,2,4,3,,5,0,20,,,3
,,Fall 2023,Ugrd,HED  231,ZDFYM,21,3,4,4,0,1,2,2,,3,0,0,,,3
,,Fall 2023,Ugrd,HED  342,ZDFYM,7,3,4,1,3,0,2,0,,0,0,0,,,3
,,Fall 2023,Ugrd,HIST 104,UFGUH,3,1,3,1,1,1,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,HIST 110,BPIRF,5,6,9,3,6,7,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,HIST 110,EVJQF,17,7,3,4,5,1,3,0,,0,0,5,,,3
,,Fall 2023,Ugrd,HIST 110,UVSCY,17,8,5,1,4,3,1,3,,1,0,0,,,3
,,Fall 2023,Ugrd,HIST 111,ECYAH,26,8,6,3,6,8,5,2,,2,2,3,,,3
,,Fall 2023,Ugrd,HIST 111,ZBLDOB,21,2,0,1,0,0,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,HIST 200,UFGUH,5,3,0,1,1,0,0,1,,0,0,0,,,3
,,Fall 2023,Ugrd,HIST 210,IFERH,7,0,4,2,1,2,0,1,,0,0,3,,,4
,,Fall 2023,Ugrd,HIST 300,ZIEWH,6,3,12,6,1,0,1,0,,1,0,0,,,3
,,Fall 2023,Ugrd,HIST 300R,ZIEWH,3,3,0,1,5,0,1,0,,0,0,0,,,1
,,Fall 2023,Ugrd,HIST 315,UFGUH,10,2,4,1,2,2,0,0,,0,0,1,,,4
,,Fall 2023,Ugrd,HIST 329,IFERH,9,2,3,4,2,1,1,1,,1,0,0,,,4
,,Fall 2023,Ugrd,HIST 391,UZMPOB,6,2,1,1,0,1,0,0,,0,0,1,,,4
,,Fall 2023,Ugrd,HIST 393,REAOH,4,3,2,1,1,2,0,0,,1,0,0,,,4
,,Fall 2023,Ugrd,HIST 397,IFERH,6,0,1,1,1,1,0,1,,0,0,3,,,1
,,Fall 2023,Ugrd,HIST 397,REAOH,13,0,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,HIST 420,EVJQF,2,3,3,2,0,1,0,1,,0,0,1,,,4
,,Fall 2023,Ugrd,INTL 220,YZJIOB,8,0,1,0,2,0,0,1,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  105,JKQSH,18,3,0,3,4,0,1,0,,1,0,0,,,3
,,Fall 2023,Ugrd,JMC  107,GFGIX,10,3,5,1,0,3,0,0,,2,0,0,,,3
,,Fall 2023,Ugrd,JMC  120,GAXUFB,3,3,5,1,2,2,0,1,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  134,NNZOX,6,1,0,1,0,0,0,0,,0,0,2,,,3
,,Fall 2023,Ugrd,JMC  154,GTMRF,11,4,1,2,3,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  155,GTMRF,25,5,0,0,1,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,JMC  156,NNZOX,3,2,1,0,1,2,1,1,,0,0,4,,,3
,,Fall 2023,Ugrd,JMC  302,QFIXH,26,7,1,1,0,1,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  306,QFIXH,22,4,4,0,0,1,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  309,GAXUFB,13,8,3,1,1,2,2,0,,1,0,0,,,3
,,Fall 2023,Ugrd,JMC  320,NHEMX,5,0,6,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,JMC  332W,GFGIX,19,2,5,0,3,3,0,0,,1,0,0,,,3
,,Fall 2023,Ugrd,JMC  355,GTMRF,11,0,1,1,1,0,0,0,,0,0,0,,,2
,,Fall 2023,Ugrd,JMC  480,GAXUFB,8,0,0,3,0,0,0,2,,0,0,0,,,3
,,Fall 2023,Ugrd,KINS 165,TAEDG,20,4,6,5,0,2,2,1,,0,0,0,,,3
,,Fall 2023,Ugrd,KINS 244,HHARF,8,4,2,2,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,KINS 379,YEWLX,8,2,4,1,2,1,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,KINS 385,AZBDY,32,1,1,0,1,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,KINS 386,ATYQF,12,2,1,0,2,2,0,1,,1,0,2,,,4
,,Fall 2023,Ugrd,KINS 460,SSCVU,14,0,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,KINS 474,SFIWH,20,2,3,0,1,1,1,0,,0,0,1,,,3
,,Fall 2023,Ugrd,KINS 475,AZBDY,12,1,1,0,3,2,0,1,,1,0,0,,,3
,,Fall 2023,Ugrd,KINS 483,QAPXG,22,1,4,2,4,3,1,1,,0,0,0,,,3
,,Fall 2023,Ugrd,KINS 484,NLARF,10,4,4,1,4,1,1,0,,2,0,0,,,3
,,Fall 2023,Ugrd,KINS 492W,SFIWH,8,1,1,0,1,0,4,1,,0,0,4,,,3
,,Fall 2023,Ugrd,LSEE 101,LAXXFB,9,0,3,0,0,3,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,LSEE 212,IPULI,13,0,2,0,0,0,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,LSEE 315,TNPQI,9,3,1,2,2,0,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,LSEE 317,QALUQB,11,0,6,2,0,5,1,0,,0,0,0,,,3
,,Fall 2023,Ugrd,LSEE 318,TNPQI,22,0,1,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,LSEE 377,CGIUQB,15,5,1,0,0,0,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,LSEE 421,ZZQVG,12,6,1,0,0,0,0,0,,0,1,1,,,4
,,Fall 2023,Ugrd,LSEE 443,GBIYOB,20,0,0,0,0,0,0,0,,0,0,0,,,4
,,Fall 2023,Ugrd,LSEE 713,XOXOOB,9,1,0,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,LSEE 715,FKTYT,10,0,0,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,LSEE 723,NKPPI,9,1,0,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,LSEE 753,UGMIOB,10,0,0,0,0,0,0,0,,0,0,0,,,2
,,Fall 2023,Ugrd,MATH 101,ALKSF,9,0,8,1,0,5,3,0,,0,0,0,,,3
,,Fall 2023,Ugrd,MATH 101,IVKII,2,1,1,5,4,2,3,3,,1,0,3,,,3
,,Fall 2023,Ugrd,MATH 101,NMXQF,17,5,4,1,7,7,1,0,,4,0,8,,,3
,,Fall 2023,Ugrd,MATH 101,QWJFH,3,0,2,3,2,1,0,1,,0,0,7,,,3
,,Fall 2023,Ugrd,MATH 101I,ALKSF,3,0,4,0,0,5,0,0,,1,1,2,,,3
,,Fall 2023,Ugrd,MATH 101I,BEHAI,1,0,1,3,1,2,1,2,,2,0,0,,,3
,,Fall 2023,Ugrd,MATH 101I,IVKII,2,0,2,3,3,3,4,1,,1,0,5,,,3
,,Fall 2023,Ugrd,MATH 101I,NMXQF,10,2,1,4,1,3,2,0,,6,0,9,,,3
,,Fall 2023,Ugrd,MATH 101I,UCGVOB,0,1,0,1,2,2,1,1,,2,1,4,,,3
,,Fall 2023,Ugrd,MATH 101I,YMLBI,10,3,1,1,2,6,5,4,,4,2,2,,,3
,,Fall 2023,Ugrd,MATH 101T,CJMSI,1,2,1,3,3,2,5,1,,3,4,3,,,3
,,Fall 2023,Ugrd,MATH 102,ALKSF,10,0,13,10,0,4,4,0,,4,1,3,,,4
,,Fall 2023,Ugrd,MATH 102,HSFRF,9,0,6,2,3,6,0,4,,1,0,8,,,4
,,Fall 2023,Ugrd,MATH 102,IVKII,6,3,10,6,4,2,3,0,,0,3,7,,,4
,,Fall 2023,Ugrd,MATH 103,GEHAI,16,4,7,0,2,4,3,0,,1,1,8,,,3
,,Fall 2023,Ugrd,MATH 105,GEHAI,6,7,9,1,1,4,4,7,,5,2,9,,,3
,,Fall 2023,Ugrd,MATH 105,IVKII,2,2,8,4,2,3,5,2,,3,0,3,,,3
,,Fall 2023,Ugrd,MATH 107,BEHAI,7,0,3,3,1,2,3,0,,0,0,1,,,3
,,Fall 2023,Ugrd,MATH 109,GEHAI,1,2,2,1,4,3,2,4,,1,1,5,,,4
,,Fall 2023,Ugrd,MATH 109,LLRXOB,8,7,3,1,2,4,2,1,,2,1,5,,,4
,,Fall 2023,Ugrd,MATH 109,OKCVH,2,1,5,2,1,6,1,2,,1,0,6,,,4
,,Fall 2023,Ugrd,MATH 110,CJMSI,5,3,6,4,2,4,9,3,,5,2,16,,,4
,,Fall 2023,Ugrd,MATH 210,OKCVH,2,2,3,4,2,8,1,4,,1,0,1,,,4
,,Fall 2023,Ugrd,MATH 245,BEHAI,7,1,0,0,0,1,0,0,,0,0,1,,,4
,,Fall 2023,Ugrd,MATH 253,QQFEH,20,2,3,2,3,1,0,0,,1,0,2,,,3
,,Fall 2023,Ugrd,MATH 371,XEIXH,5,0,2,1,0,0,2,1,,0,0,0,,,3
,,Fall 2023,Ugrd,MATH 442,RGHEI,5,0,2,0,0,1,1,1,,0,0,0,,,4
,,Fall 2023,Ugrd,MUS  104,JYKNI,13,2,7,2,2,2,0,0,,0,0,1,,,3
,,Fall 2023,Ugrd,MUS  104,ODHACB,8,1,3,3,3,2,0,2,,2,0,1,,,3
,,Fall 2023,Ugrd,MUS  106B,KDKDY,11,2,1,0,0,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  106H,BXAVH,11,3,0,0,1,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  106N,KDKDY,24,0,1,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  106O,ODHACB,11,1,0,0,0,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  107C,OWGVH,16,0,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  107G,ZVJFOB,7,0,3,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  108G,ZVJFOB,24,6,6,0,0,0,0,0,,1,0,0,,,1
,,Fall 2023,Ugrd,MUS  108K,TXLTS,18,0,0,1,0,0,1,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  108V,PJJRI,12,1,1,0,1,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  110,JYKNI,4,4,5,0,1,2,0,0,,3,0,0,,,3
,,Fall 2023,Ugrd,MUS  112,UMJJX,5,2,2,1,1,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  130,TXLTS,7,2,1,0,2,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  217,AXFPH,5,1,1,0,2,1,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  221,PJJRI,8,3,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  232,EXHOI,11,4,1,1,1,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  237,ZVJFOB,11,0,3,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,MUS  301,XJPFI,8,8,11,10,5,8,4,2,,2,3,2,,,3
,,Fall 2023,Ugrd,MUS  302,OWGVH,22,2,9,1,0,1,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,MUS  305,XJPFI,3,0,2,3,2,0,1,1,,0,0,0,,,3
,,Fall 2023,Ugrd,MUS  324,CLILI,10,0,0,0,0,0,0,0,,0,0,0,,,2
,,Fall 2023,Ugrd,MUS  361,JPOPH,0,2,3,3,0,2,1,0,,1,0,1,,,3
,,Fall 2023,Ugrd,MUS  385P,TXLTS,7,2,1,1,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,NAS  101,EYLQOB,25,7,6,5,2,1,6,2,,2,0,0,,,3
,,Fall 2023,Ugrd,NAS  104,DKEPI,16,2,2,7,2,3,2,0,,3,1,0,,,3
,,Fall 2023,Ugrd,NAS  104,DKLIOB,34,5,7,5,4,5,3,2,,0,1,4,,,3
,,Fall 2023,Ugrd,NAS  104,HJHOOB,48,22,10,9,16,6,6,9,,1,3,23,,,3
,,Fall 2023,Ugrd,NAS  104,KHEQOB,11,3,4,4,4,0,0,1,,3,0,0,,,3
,,Fall 2023,Ugrd,NAS  107,DKEPI,15,1,2,6,1,1,0,0,,0,0,4,,,3
,,Fall 2023,Ugrd,NAS  200,DKEPI,44,19,16,11,6,12,5,5,,2,1,14,,,3
,,Fall 2023,Ugrd,NAS  302W,IJHOOB,12,9,0,2,1,3,1,0,,0,0,4,,,3
,,Fall 2023,Ugrd,NAS  303,WLHAI,24,3,0,3,2,1,3,0,,0,0,3,,,3
,,Fall 2023,Ugrd,NAS  306,EYLQOB,21,6,4,2,0,0,0,0,,0,1,0,,,3
,,Fall 2023,Ugrd,NAS  308,LBKKI,37,0,1,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,NAS  331,FVLQOB,16,2,1,4,0,0,0,0,,0,0,1,,,3
,,Fall 2023,Ugrd,NAS  332,LBKKI,27,0,0,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,NAS  333,KLENX,13,0,0,0,0,0,0,0,,0,0,0,,,1
,,Fall 2023,Ugrd,NAS  340,CYUVF,8,5,2,1,0,1,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,NAS  362,LBKKI,22,0,0,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,NAS  480,DEIVQB,9,0,3,0,0,0,0,0,,0,0,1,,,2
,,Fall 2023,Ugrd,NRSG 348,BBWHI,9,0,1,0,0,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,NRSG 390,HMQQF,8,1,0,0,1,0,0,0,,0,0,0,,,3
,,Fall 2023,Ugrd,OCN  109,NFFMI,15,14,12,12,7,7,6,3,,3,0,5,,,3
,,Fall 2023,Ugrd,OCN  109L,APEHOB,5,5,2,2,3,1,5,0,,0,0,0,,,1
,,Fall 2023,Ugrd,OCN  109L,JSOCI,5,7,2,4,0,1,1,1,,0,0,1,,,1
,,Fall 2023,Ugrd,OCN  109L,NFFMI,5,2,10,7,4,6,1,4,,1,0,3,,,1
,,Fall 2023,Ugrd,OCN  260,JSOCI,5,6,1,1,1,7,3,0,,0,0,0,,,1
,,Fall 2023,Ugrd,OCN  301,DRMNU,9,3,1,2,2,2,0,1,,2,0,0,,,3
,,Fall 2023,Ugrd,OCN  310,DRMNU,5,4,1,1,0,1,1,0,,0,0,0,,,4
,,Fall 2023,Ugrd,OCN  496,YCSEOB,2,7,0,1,0,0,0,0,,0,0,0,,,2
,,Fall 2023,Ugrd,PHIL 100,CQSLI,19,11,4,10,11,3,3,13,,1,1,14,,,3
,,Fall 2023,Ugrd,PHIL 104,HICVH,5,5,8,5,1,1,0,1,,1,0,0,,,3
,,Fall 2023,Ugrd,PHIL 106,IQGQH,12,6,5,2,2,1,2,1,,0,0,1,,,3
,,Fall 2023,Ugrd,PHIL 107,HICVH,5,4,6,0,3,10,1,1,,5,0,3,,,3
,,Fall 2023,Ugrd,PHIL 107,IQGQH,6,6,3,4,2,3,3,0,,0,1,0,,,3
,,Fall 2023,Ugrd,PHIL 210,CQSLI,4,4,2,1,2,0,0,0,,0,0,2,,,3
