,term code,Term,level,subj_code,subj_desc,crse_number,seq_number,Instructor,A,A+,A-,B,B+,B-,C,C+,C-,D,D+,D-,F,I,NP,P,S,U,W
116,201330,F2013,GR,QSB,Quantitative & Systems Biology,292,025,"HOYER,KATRINA KAYE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,002,"CHOI,JINAH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,004,"CLEARY,MICHAEL DAVID",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,005,"OJCIUS,DAVID MARCELO",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,007,"LOOTS,GABRIELA G",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,006,"ORTIZ,RUDY M",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,003,"DAWSON,MICHAEL",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,009,"MCCLOSKEY,KARA ELIZABETH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,010,"HART,STEPHEN COERT",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,016,"OVIEDO,NESTOR J",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,017,"LIWANG,ANDY CHANG-CHUNG",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,018,"BARLOW,MIRIAM",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,020,"WOLF,FREDERICK WILLIAM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,022,"FILIPP,FABIAN VOLKER",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,023,"KITAZAWA,MASASHI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,011,"MANILAY,JENNIFER OLIVEROS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,013,"LIWANG,PATRICIA JEAN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,201330,F2013,GR,QSB,Quantitative & Systems Biology,293,026,"HOYER,KATRINA KAYE",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,201330,F2013,GR,QSB,Quantitative & Systems Biology,294,001,"TRAINA,SAMUEL JUSTIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
135,201330,F2013,GR,QSB,Quantitative & Systems Biology,298,002,"HOYER,KATRINA KAYE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
136,201330,F2013,GR,QSB,Quantitative & Systems Biology,297,001,"FILIPP,FABIAN VOLKER",1,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
137,201330,F2013,GR,QSB,Quantitative & Systems Biology,296,001,"WOLF,FREDERICK WILLIAM",3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,201330,F2013,GR,SCS,Social Sciences,299,001,"BEATTIE,IRENEE ROSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,201330,F2013,GR,SCS,Social Sciences,298,001,"ALMEIDA,PAUL D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
140,201330,F2013,GR,SCS,Social Sciences,298,002,"GOLASH BOZA,TANYA MARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
141,201330,F2013,GR,SCS,Social Sciences,298,003,"VAN DYKE,NELLA KAY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
142,201330,F2013,GR,WCH,World Cultures & History,291,001,"CAMFIELD,GREGG EARL",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,201330,F2013,GR,WCH,World Cultures & History,299,016,"MALLOY,SEAN LANGDON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,201330,F2013,GR,WCH,World Cultures & History,299,037,"DELUGAN,ROBIN MARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,201330,F2013,GR,WCH,World Cultures & History,299,053,"MOYES,HOLLEY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,201330,F2013,GR,WCH,World Cultures & History,299,062,"HATTON,NIGEL DE JUAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,201330,F2013,GR,WCH,World Cultures & History,202,001,"MOSTERN,RUTH ANN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,201330,F2013,GR,WCH,World Cultures & History,260,001,"DELUGAN,ROBIN MARIA",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,201330,F2013,GR,WCH,World Cultures & History,298,001,"ZANZUCCHI,ANNE E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,201330,F2013,GR,WCH,World Cultures & History,298,002,"MOYES,HOLLEY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
151,201330,F2013,GR,WCH,World Cultures & History,298,003,"FENSTERMAKER,AMY LYNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
152,201330,F2013,GR,WCH,World Cultures & History,201,001,"TORRES-ROUFF,DAVID SAMUEL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,201330,F2013,GR,WCH,World Cultures & History,297,030,"CAMFIELD,GREGG EARL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,201330,F2013,GR,WCH,World Cultures & History,297,024,"MOSTERN,RUTH ANN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,201330,F2013,GR,WCH,World Cultures & History,297,035,"CAMFIELD,GREGG EARL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,201330,F2013,GR,WCH,World Cultures & History,297,049,"ALDENDERFER,MARK STEVEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,201330,F2013,GR,WCH,World Cultures & History,297,055,"ALDENDERFER,MARK STEVEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,201330,F2013,GR,WCH,World Cultures & History,297,088,"DELUGAN,ROBIN MARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,201330,F2013,GR,WCH,World Cultures & History,297,126,"HULL,KATHLEEN L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,201330,F2013,GR,WCH,World Cultures & History,297,143,"LOPEZ CALVO,IGNACIO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
161,201330,F2013,GR,WCH,World Cultures & History,297,165,"MARTIN-RODRIGUEZ,MANUEL M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
162,201330,F2013,GR,WRI,Writing,119,002,"SENG,HARRY W",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,201330,F2013,ND,ARTS,Art,009,001,"BHAUMIK,SITA KURATOMI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,201330,F2013,ND,BIO,Biological Sciences,060,001,"DULAI,KANWALJIT SINGH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
