,term code,Term,level,subj_code,subj_desc,crse_number,seq_number,Instructor,A,A+,A-,B,B+,B-,C,C+,C-,D,D+,D-,F,I,NP,P,S,U,W
2402,201430,F2014,UG,WRI,Writing,001,011,"KOEHLER,CATHERINE MARIE",1,0,2,8,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2403,201430,F2014,UG,WRI,Writing,001,013,"ELKINS,MICHAEL S",1,0,3,5,3,3,1,0,0,1,0,0,1,0,0,0,0,0,1
2404,201430,F2014,UG,WRI,Writing,001,026,"HERNANDEZ-JASON,BETH MARIL",0,0,7,4,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0
2405,201430,F2014,UG,WRI,Writing,001,035,"VARNOT,SUSAN MARIE",0,0,0,7,2,3,4,3,0,1,0,0,0,0,0,0,0,0,0
2406,201430,F2014,UG,WRI,Writing,001,037,"VANBEBBER,KRISTINE MICHELL",12,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2407,201430,F2014,UG,WRI,Writing,001,040,"SILBAUGH,DEETTE L",2,0,11,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2408,201430,F2014,UG,WRI,Writing,001,027,"ANTOINE,REBECCA RUTH",0,0,1,7,1,5,0,4,0,0,1,0,0,0,0,0,0,0,0
2409,201430,F2014,UG,WRI,Writing,001,028,"SNYDER,MATTHEW J",0,0,0,7,2,5,1,1,0,1,1,0,0,0,0,0,0,0,1
2410,201430,F2014,UG,WRI,Writing,001,031,"KITCHEN,CALLIE E",10,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,201430,F2014,UG,WRI,Writing,001,032,"ANTOINE,REBECCA RUTH",0,0,3,3,4,2,0,4,0,0,1,0,1,0,0,0,0,0,0
2412,201430,F2014,UG,WRI,Writing,001,033,"VARNOT,SUSAN MARIE",0,0,1,6,4,2,3,3,0,0,0,0,1,0,0,0,0,0,0
2413,201430,F2014,UG,WRI,Writing,001,034,"AYIK,KARA ANN",0,0,1,4,0,5,0,6,0,0,2,0,1,0,0,0,0,0,0
2414,201430,F2014,UG,WRI,Writing,001,036,"ABUAN,MARIANA E",9,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,201430,F2014,UG,WRI,Writing,001,038,"MERRILL,DEREK S",5,0,3,3,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0
2416,201430,F2014,UG,WRI,Writing,001,039,"KITCHEN,CALLIE E",3,0,7,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1
2417,201430,F2014,UG,WRI,Writing,001,041,"GARMAN,ROBERT STANLEY",0,0,5,3,4,1,2,2,0,1,0,0,2,0,0,0,0,0,0
2418,201430,F2014,UG,WRI,Writing,001,044,"VANBEBBER,KRISTINE MICHELL",9,0,1,2,0,1,1,1,0,0,2,0,2,0,0,0,0,0,0
2419,201430,F2014,UG,WRI,Writing,001,045,"VANBEBBER,KRISTINE MICHELL",6,0,3,3,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0
2420,201430,F2014,UG,WRI,Writing,001,050,"ALONSO,MARISOL RAQUEL",2,0,1,11,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2421,201430,F2014,UG,WRI,Writing,001,051,"MORRICE,ORISA SANTIAGO",2,0,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,201430,F2014,UG,WRI,Writing,001,052,"TROOK,DAWN",0,0,6,4,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2423,201430,F2014,UG,WRI,Writing,115,001,"HABECKER,ERIK O",3,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,201430,F2014,UG,WRI,Writing,120,001,"GIBBONS,PAUL EDWARD",2,0,3,1,2,5,2,0,2,0,0,0,1,0,0,0,0,0,1
2425,201430,F2014,UG,WRI,Writing,100,001,"BOHRER,SUSAN FRANCES",1,0,3,4,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0
2426,201430,F2014,UG,WRI,Writing,100,002,"WEBB,BYRON J",0,0,4,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2427,201430,F2014,UG,WRI,Writing,100,003,"WEBB,BYRON J",0,0,5,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,201430,F2014,UG,WRI,Writing,118,001,"MURTI-HALI,DIPALI KRISTINA",1,0,7,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,201430,F2014,UG,WRI,Writing,116,001,"SAMPER,DAVID ARTHUR",6,0,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2430,201430,F2014,UG,WRI,Writing,116,002,"MERRILL,DEREK S",1,0,5,2,5,2,0,2,0,1,0,0,1,0,0,0,0,0,0
2431,201430,F2014,UG,WRI,Writing,116,004,"KAHLERT,SHIRLEY ANN",6,0,1,2,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0
2432,201430,F2014,UG,WRI,Writing,116,005,"SAMPER,DAVID ARTHUR",2,0,6,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2433,201430,F2014,UG,WRI,Writing,116,007,"YOUNG,FREDERICK JOHN",2,0,4,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2434,201430,F2014,UG,WRI,Writing,116,006,"SAMPER,DAVID ARTHUR",3,0,11,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2435,201430,F2014,UG,WRI,Writing,116,003,"YOUNG,FREDERICK JOHN",2,0,1,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2436,201430,F2014,UG,WRI,Writing,116,008,"KAHLERT,SHIRLEY ANN",3,0,1,5,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1
2437,201430,F2014,UG,WRI,Writing,119,001,"SENA,NUNO FREITAS",5,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2438,201430,F2014,UG,WRI,Writing,119,002,"SENA,NUNO FREITAS",5,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,201430,F2014,UG,WRI,Writing,119,003,"MUMFORD,JEREMY TAYLOR",2,0,2,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
2440,201430,F2014,UG,WRI,Writing,101,001,"MERRILL,DEREK S",8,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0
2441,201430,F2014,UG,WRI,Writing,101,002,"HERNANDEZ-JASON,BETH MARIL",1,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2442,201430,F2014,UG,WRI,Writing,101,004,"YOUNG,FREDERICK JOHN",2,0,3,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1
2443,201430,F2014,UG,WRI,Writing,101,005,"KOEHLER,CATHERINE MARIE",2,2,6,2,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0
2444,201430,F2014,UG,WRI,Writing,101,003,"CHAVEZ,CINDY",6,0,4,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2445,201430,F2014,UG,WRI,Writing,110,001,"LEE,KATHERINE HELEN",0,0,4,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2
2446,201430,F2014,UG,WRI,Writing,030,002,"HANER,JOHN K",2,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1
2447,201430,F2014,UG,WRI,Writing,010,001,"LEE,KATHERINE HELEN",0,0,2,7,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0
2448,201430,F2014,UG,WRI,Writing,010,002,"HUNDLEY,JOHN A",0,0,1,7,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0
2449,201430,F2014,UG,WRI,Writing,010,004,"HUNDLEY,JOHN A",0,0,3,4,1,2,7,2,0,0,0,0,1,0,0,0,0,0,0
2450,201430,F2014,UG,WRI,Writing,010,005,"SENA,NUNO FREITAS",6,2,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2451,201430,F2014,UG,WRI,Writing,010,007,"LEE,KATHERINE HELEN",0,0,1,6,2,4,2,2,0,0,2,0,0,0,0,0,0,0,1
2452,201430,F2014,UG,WRI,Writing,010,029,"WILSON,JANE MARGARET",2,1,3,4,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0
2453,201430,F2014,UG,WRI,Writing,010,006,"MORRICE,ORISA SANTIAGO",2,1,7,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2454,201430,F2014,UG,WRI,Writing,010,030,"KRUEGER,REX P",0,0,8,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0
2455,201430,F2014,UG,WRI,Writing,010,003,"ROCHA,GRACE ANN",1,0,5,0,4,4,0,3,1,0,0,0,1,0,0,0,0,0,0
2456,201430,F2014,UG,WRI,Writing,010,012,"MONCOVICH,ANNA M",4,0,2,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2457,201430,F2014,UG,WRI,Writing,010,014,"MURTI-HALI,DIPALI KRISTINA",2,0,7,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2458,201430,F2014,UG,WRI,Writing,010,008,"DEVRICK,HEATHER MARIE PARK",1,0,4,4,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2459,201430,F2014,UG,WRI,Writing,010,009,"SANDOVAL,HELEN DARLING",1,0,14,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2460,201430,F2014,UG,WRI,Writing,010,010,"MELE,ANDREA L",2,0,6,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2461,201430,F2014,UG,WRI,Writing,010,015,"RAMIREZ,CHRISTOPHER A",2,0,3,5,4,2,0,1,0,0,0,0,2,0,0,0,0,0,1
2462,201430,F2014,UG,WRI,Writing,010,016,"KRUEGER,REX P",1,0,4,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2463,201430,F2014,UG,WRI,Writing,010,017,"MAHARAJ,YOGITA RANGINI",0,0,0,4,2,5,3,2,0,0,2,0,2,0,0,0,0,0,0
2464,201430,F2014,UG,WRI,Writing,010,018,"MOBERLY,MATTHEW DAVID",2,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,201430,F2014,UG,WRI,Writing,010,019,"VANWAGENEN,BAYLYNNE SORENS",4,1,4,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2466,201430,F2014,UG,WRI,Writing,010,020,"SANDOVAL,HELEN DARLING",1,0,9,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2467,201430,F2014,UG,WRI,Writing,010,021,"MELE,ANDREA L",4,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2468,201430,F2014,UG,WRI,Writing,010,022,"VANG,SENG",7,0,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2469,201430,F2014,UG,WRI,Writing,010,023,"MAHARAJ,YOGITA RANGINI",0,0,2,5,1,4,3,2,0,0,1,0,2,0,0,0,0,0,0
2470,201430,F2014,UG,WRI,Writing,010,025,"DEVRICK,HEATHER MARIE PARK",2,0,3,6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2471,201430,F2014,UG,WRI,Writing,010,011,"MOBERLY,MATTHEW DAVID",5,0,1,5,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2472,201430,F2014,UG,WRI,Writing,010,013,"RAMIREZ,CHRISTOPHER A",1,1,2,2,6,1,2,0,0,1,0,0,3,0,0,0,0,0,0
2473,201430,F2014,UG,WRI,Writing,010,026,"RUIZ,IRIS DEANA",0,0,4,3,4,2,4,2,0,0,0,0,1,0,0,0,0,0,0
2474,201430,F2014,UG,WRI,Writing,010,024,"MONCOVICH,ANNA M",2,0,2,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2475,201430,F2014,UG,WRI,Writing,010,035,"PORTER,STAN A",1,0,3,0,3,4,5,2,0,0,2,0,0,0,0,0,0,0,0
2476,201430,F2014,UG,WRI,Writing,010,037,"FINLEY,CHERYL ANNE",0,0,7,2,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0
2477,201430,F2014,UG,WRI,Writing,010,027,"MONCOVICH,ANNA M",3,0,3,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2478,201430,F2014,UG,WRI,Writing,010,028,"GARMAN,ROBERT STANLEY",2,0,8,3,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0
2479,201430,F2014,UG,WRI,Writing,010,031,"DANIELSON,DOREEN",0,0,0,2,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0
2480,201430,F2014,UG,WRI,Writing,010,032,"HANER,JOHN K",5,0,3,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,201430,F2014,UG,WRI,Writing,010,033,"BULTENA,JOHN D",1,0,1,9,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0
2482,201430,F2014,UG,WRI,Writing,010,034,"DANIELSON,DOREEN",0,0,0,7,2,7,2,2,0,0,0,0,0,0,0,0,0,0,0
2483,201430,F2014,UG,WRI,Writing,010,036,"SANDOVAL,HELEN DARLING",3,0,6,5,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2484,201430,F2014,UG,WRI,Writing,010,038,"LANSER,HEATHER LYNN",1,0,0,6,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0
2485,201430,F2014,UG,WRI,Writing,010,039,"BLOCK,ALEXANDRA M",4,0,0,4,2,3,3,1,0,0,1,1,0,0,0,0,0,0,1
2486,201430,F2014,UG,WRI,Writing,010,041,"TOCONIS,MICHELLE ANN D",0,2,3,7,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0
2487,201430,F2014,UG,WRI,Writing,010,042,"ABUAN,MARIANA E",10,0,1,1,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0
2488,201430,F2014,UG,WRI,Writing,010,047,"MELE,ANDREA L",2,0,7,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0
2489,201430,F2014,UG,WRI,Writing,010,046,"MAHARAJ,YOGITA RANGINI",0,0,4,1,1,8,4,1,0,0,1,0,0,0,0,0,0,0,0
2490,201430,F2014,UG,WRI,Writing,010,048,"VANWAGENEN,BAYLYNNE SORENS",1,0,5,2,4,2,2,3,0,0,0,0,1,0,0,0,0,0,0
2491,201430,F2014,UG,WRI,Writing,125,001,"VARNOT,SUSAN MARIE",1,0,1,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2492,201430,F2014,UG,WRI,Writing,105,001,"DEVRICK,HEATHER MARIE PARK",4,0,4,8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2493,201430,F2014,UG,WRI,Writing,117,001,"SILBAUGH,DEETTE L",7,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2494,201430,F2014,UG,WRI,Writing,011,001,"WRONA,ROBIN BETH",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,201430,F2014,UG,WRI,Writing,011,002,"WRONA,ROBIN BETH",3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2496,201430,F2014,UG,WRI,Writing,011,004,"SILBAUGH,DEETTE L",4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,201430,F2014,UG,WRI,Writing,011,005,"SILBAUGH,DEETTE L",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,201430,F2014,UG,WRI,Writing,011,007,"ALONSO,MARISOL RAQUEL",2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,201430,F2014,UG,WRI,Writing,011,006,"SILBAUGH,DEETTE L",5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2500,201430,F2014,UG,WRI,Writing,011,003,"WRONA,ROBIN BETH",6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2501,201430,F2014,UG,WRI,Writing,011,008,"ALONSO,MARISOL RAQUEL",1,0,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2502,201430,F2014,UG,WRI,Writing,011,009,"ALONSO,MARISOL RAQUEL",3,0,0,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
2503,201430,F2014,UG,WRI,Writing,131,001,"RUIZ,IRIS DEANA",2,0,2,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2504,201430,F2014,UG,WRI,Writing,098,001,"HOTHEM,THOMAS E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2505,201430,F2014,UG,WRI,Writing,025,001,"BOWERS,BRIGITTE A",3,0,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,201430,F2014,UG,WRI,Writing,025,002,"HABECKER,ERIK O",5,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,201430,F2014,UG,WRI,Writing,090,001,"GIBBONS,PAUL EDWARD",3,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2508,201510,Spr2015,EX,BIO,Biological Sciences,161,001,"WOLF,FREDERICK WILLIAM",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,201510,Spr2015,EX,ECON,Economics,170,001,"VANDERSCHRAAF,PETER P",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2510,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,001,"LEPPERT,VALERIE J",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,004,"LU,JENNIFER QING",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,005,"MCCLOSKEY,KARA ELIZABETH",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,007,"DAVILA,LILIAN PATRICIA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,003,"CHIN,WEI-CHUN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,292,009,"MUNOZ VAN DEN EYNDE,VICTOR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,293,001,"LEPPERT,VALERIE J",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,293,002,"MCCLOSKEY,KARA ELIZABETH",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,201,001,"TUNG,CHUN-CHIH VINCENT",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,200,001,"CHIN,WEI-CHUN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,220,001,"LI,CHANGQING",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,204,001,"LU,JENNIFER QING",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,214,001,"MCCLOSKEY,KARA ELIZABETH",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,201510,Spr2015,GR,BEST,Bio Engin Small Scale Tech,240,001,"MUNOZ VAN DEN EYNDE,VICTOR",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,201510,Spr2015,GR,CHEM,Chemistry,291,001,"MENKE,ERIK J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
2525,201510,Spr2015,GR,CHEM,Chemistry,298,001,"MENKE,ERIK J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2526,201510,Spr2015,GR,CHEM,Chemistry,201,001,"STOKES,BENJAMIN JOHN",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,201510,Spr2015,GR,CHEM,Chemistry,270,001,"ZANZUCCHI,ANNE E",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,201510,Spr2015,GR,CHEM,Chemistry,225,001,"HRATCHIAN,HRANT PATRICK",2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,201510,Spr2015,GR,COGS,Cognitive Science,299,028,"MATLOCK,TEENIE G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2530,201510,Spr2015,GR,COGS,Cognitive Science,299,054,"SHIH,STEPHANIE SIN-YUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2531,201510,Spr2015,GR,COGS,Cognitive Science,202,001,"YOSHIMI,JEFFREY KAZUO",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,201510,Spr2015,GR,COGS,Cognitive Science,298,028,"MATLOCK,TEENIE G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2533,201510,Spr2015,GR,COGS,Cognitive Science,250,001,"JENNINGS,CAROLYN DICEY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
2534,201510,Spr2015,GR,COGS,Cognitive Science,269,001,"BALASUBRAMANIAM,RAMESH",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,201510,Spr2015,GR,COGS,Cognitive Science,269,002,"NOELLE,DAVID CHARLES",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,201510,Spr2015,GR,COGS,Cognitive Science,269,003,"SHIH,STEPHANIE SIN-YUN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,201510,Spr2015,GR,COGS,Cognitive Science,204,001,"SPIVEY,MICHAEL JAMES",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,201510,Spr2015,GR,CSE,Computer Science & Engineering,100,001,"CARREIRA-PERPINAN,MIGUEL A",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2539,201510,Spr2015,GR,CSE,Computer Science & Engineering,185,001,"YANG,MING HSUAN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2540,201510,Spr2015,GR,EECS,Elect. Engr. & Comp. Sci.,290,001,"NEWSAM,SHAWN DONALD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2541,201510,Spr2015,GR,EECS,Elect. Engr. & Comp. Sci.,263,001,"SINGHAL,MUKESH",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,201510,Spr2015,GR,EECS,Elect. Engr. & Comp. Sci.,277,001,"RUSU,FLORIN IOAN",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2543,201510,Spr2015,GR,ES,Environmental Systems (GR),291,001,"WINSTON,ROLAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
2544,201510,Spr2015,GR,ES,Environmental Systems (GR),292,030,"BERHE,ASMERET ASEFAW",3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,201510,Spr2015,GR,ES,Environmental Systems (GR),292,010,"BEMAN,JOHN MICHAEL",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,201510,Spr2015,GR,ES,Environmental Systems (GR),292,040,"RICE,ROBERT",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,201510,Spr2015,GR,ES,Environmental Systems (GR),292,050,"MORAN,EMILY VICTORIA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,201510,Spr2015,GR,ES,Environmental Systems (GR),292,060,"SEXTON,JASON PATRICK",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,201510,Spr2015,GR,ES,Environmental Systems (GR),292,31L,"LEVER,REBECCA BRIANNE",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,201510,Spr2015,GR,ES,Environmental Systems (GR),292,32L,"LEVER,REBECCA BRIANNE",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,201510,Spr2015,GR,ES,Environmental Systems (GR),299,001,"VIERS,JOSHUA HUNTER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2552,201510,Spr2015,GR,ES,Environmental Systems (GR),299,002,"GUO,QINGHUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2553,201510,Spr2015,GR,ES,Environmental Systems (GR),299,003,"RICE,ROBERT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2554,201510,Spr2015,GR,ES,Environmental Systems (GR),212,001,"GHEZZEHEI,TEAMRAT A",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,201510,Spr2015,GR,ES,Environmental Systems (GR),260,001,"CAMPBELL,JOHN E",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,201510,Spr2015,GR,ES,Environmental Systems (GR),298,001,"DAWSON,MICHAEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2557,201510,Spr2015,GR,ES,Environmental Systems (GR),298,002,"DAWSON,MICHAEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2558,201510,Spr2015,GR,ES,Environmental Systems (GR),200,001,"CONKLIN,MARTHA H",4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,201510,Spr2015,GR,ES,Environmental Systems (GR),262,001,"WINSTON,ROLAND",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,201510,Spr2015,GR,ES,Environmental Systems (GR),245,001,"DAWSON,MICHAEL",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,201510,Spr2015,GR,ES,Environmental Systems (GR),240,001,"BALES,ROGER C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,201510,Spr2015,GR,ES,Environmental Systems (GR),229,001,"BLOIS,JESSICA LYNN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,001,"AMUSSEN,SUSAN DWYER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2564,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,002,"BROKAW,KATHERINE STEELE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2565,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,004,"REBHUN,LINDA ANN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2566,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,005,"DELUGAN,ROBIN MARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2567,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,007,"RAMICOVA,DUNA L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2568,201510,Spr2015,GR,IH,Interdisciplinary Humanities,299,006,"GOGGANS,JAN ELLYN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
